k1_slp1,k1_iast,lexicographer_only_any,botanical_only,dcs_attested,dcs_band,dcs_band_label,clean_confirmation
KArjUra,khārjūra,no,yes,yes,2,rare(2-9),no
KaRqAmalaka,khaṇḍāmalaka,yes,yes,no,,,no
KadirA,khadirā,no,yes,yes,2,rare(2-9),no
KadirAzwaka,khadirāṣṭaka,yes,yes,no,,,no
Kadira,khadira,no,no,yes,4,common(100-999),no
KadirapattrI,khadirapattrī,yes,yes,no,,,no
KadirapattrikA,khadirapattrikā,yes,yes,yes,2,rare(2-9),yes
Kadirarasa,khadirarasa,no,yes,no,,,no
Kadiropama,khadiropama,yes,yes,no,,,no
KagaSatru,khagaśatru,yes,yes,no,,,no
Kagavaktra,khagavaktra,yes,yes,no,,,no
Kagoqa,khagoḍa,no,yes,no,,,no
Kala,khala,yes,no,yes,4,common(100-999),no
Kalakula,khalakula,no,no,yes,1,hapax(1),no
Kalidruma,khalidruma,no,yes,no,,,no
KalinI,khalinī,yes,no,yes,1,hapax(1),no
KallI,khallī,no,no,yes,2,rare(2-9),no
KamUlI,khamūlī,yes,yes,no,,,no
KamUli,khamūli,yes,yes,no,,,no
KamUlikA,khamūlikā,yes,yes,no,,,no
Kapura,khapura,yes,no,yes,2,rare(2-9),no
KaqgakoSa,khaḍgakośa,yes,no,no,,,no
Kaqgapattra,khaḍgapattra,yes,no,no,,,no
Kaqgawa,khaḍgaṭa,yes,yes,no,,,no
KaqgimAra,khaḍgimāra,yes,yes,no,,,no
KarA,kharā,yes,yes,no,,,no
KarASvA,kharāśvā,yes,no,yes,2,rare(2-9),no
KarAgarI,kharāgarī,yes,yes,no,,,no
Kara,khara,yes,no,yes,4,common(100-999),no
KaraGAtana,kharaghātana,yes,yes,no,,,no
KaraSAka,kharaśāka,no,yes,yes,2,rare(2-9),no
KaracCada,kharacchada,yes,no,yes,2,rare(2-9),no
KaraganDA,kharagandhā,yes,yes,yes,1,hapax(1),yes
KaraganDaniBA,kharagandhanibhā,yes,yes,no,,,no
KarakAzWikA,kharakāṣṭhikā,yes,yes,yes,1,hapax(1),yes
KaramaYjarI,kharamañjarī,no,yes,no,,,no
KaramaYjari,kharamañjari,no,yes,yes,3,uncommon(10-99),no
KaraparRinI,kharaparṇinī,no,yes,yes,1,hapax(1),no
Karapattra,kharapattra,yes,no,yes,2,rare(2-9),no
Karapattraka,kharapattraka,yes,yes,yes,1,hapax(1),yes
Karapuzpa,kharapuṣpa,no,yes,yes,2,rare(2-9),no
KaraskanDA,kharaskandhā,yes,yes,yes,2,rare(2-9),yes
KaraskanDa,kharaskandha,no,no,yes,2,rare(2-9),no
KarjUGna,kharjūghna,yes,no,yes,2,rare(2-9),no
KarjUrI,kharjūrī,no,no,yes,3,uncommon(10-99),no
KarjUra,kharjūra,no,no,yes,3,uncommon(10-99),no
KarjuGna,kharjughna,no,no,no,,,no
Karva,kharva,yes,no,yes,3,uncommon(10-99),no
KavallI,khavallī,yes,no,yes,1,hapax(1),no
KawikA,khaṭikā,yes,no,yes,3,uncommon(10-99),no
KawvANganAmikA,khaṭvāṅganāmikā,yes,yes,no,,,no
KedinI,khedinī,yes,no,no,,,no
KowI,khoṭī,yes,yes,no,,,no
KujjAka,khujjāka,yes,yes,no,,,no
Kuraka,khuraka,yes,no,yes,3,uncommon(10-99),no
Odumbara,audumbara,no,no,yes,3,uncommon(10-99),no
OdumbaracCada,audumbaracchada,no,yes,no,,,no
Ola,aula,no,yes,no,,,no
PAlguna,phālguna,yes,no,yes,3,uncommon(10-99),no
PaRIya,phaṇīya,yes,yes,no,,,no
PaRiBArikA,phaṇibhārikā,yes,yes,no,,,no
PaRihantrI,phaṇihantrī,yes,yes,yes,1,hapax(1),yes
PaRihft,phaṇihṛt,yes,yes,no,,,no
PaRijihvikA,phaṇijihvikā,yes,yes,yes,1,hapax(1),yes
PaRikA,phaṇikā,yes,yes,no,,,no
PaRikesara,phaṇikesara,yes,yes,no,,,no
PaYjI,phañjī,yes,yes,yes,3,uncommon(10-99),yes
PaYjikA,phañjikā,yes,no,yes,2,rare(2-9),no
PaYjipattrikA,phañjipattrikā,yes,yes,no,,,no
PalADyakza,phalādhyakṣa,yes,yes,yes,1,hapax(1),yes
PalAmla,phalāmla,yes,no,yes,2,rare(2-9),no
PalI,phalī,yes,no,yes,2,rare(2-9),no
PalISa,phalīśa,yes,yes,no,,,no
Pala,phala,yes,no,yes,5,very-common(1000+),no
PalaSESira,phalaśaiśira,yes,yes,yes,1,hapax(1),yes
Palaka,phalaka,yes,no,yes,4,common(100-999),no
PalakaRwakA,phalakaṇṭakā,yes,yes,no,,,no
PalakfzRa,phalakṛṣṇa,yes,yes,no,,,no
PalapAka,phalapāka,yes,no,no,,,no
PalapAkin,phalapākin,yes,yes,no,,,no
PalapriyA,phalapriyā,yes,no,yes,1,hapax(1),no
PalapuzpA,phalapuṣpā,yes,no,yes,1,hapax(1),no
PalapuzpI,phalapuṣpī,yes,yes,no,,,no
PalasamBArA,phalasambhārā,yes,yes,no,,,no
PalasambadDa,phalasambaddha,yes,yes,no,,,no
Palatraya,phalatraya,no,yes,yes,3,uncommon(10-99),no
Palavartula,phalavartula,yes,no,no,,,no
PalepAkin,phalepākin,yes,yes,no,,,no
PalepuzpA,phalepuṣpā,no,yes,no,,,no
PaleruhA,phaleruhā,no,yes,yes,2,rare(2-9),no
Palgu,phalgu,yes,no,yes,3,uncommon(10-99),no
PalgunI,phalgunī,yes,no,yes,3,uncommon(10-99),no
PalguvAwikA,phalguvāṭikā,yes,yes,yes,2,rare(2-9),yes
PalguvfntAka,phalguvṛntāka,yes,yes,yes,2,rare(2-9),yes
Palguvfnta,phalguvṛnta,yes,yes,no,,,no
PalikA,phalikā,yes,yes,yes,2,rare(2-9),yes
Parendra,pharendra,yes,yes,no,,,no
PenilA,phenilā,yes,no,yes,1,hapax(1),no
Penila,phenila,yes,no,yes,3,uncommon(10-99),no
QolasamudrikA,ḍholasamudrikā,yes,yes,no,,,no
SAKASiPA,śākhāśiphā,yes,no,yes,1,hapax(1),no
SAKAkaRwa,śākhākaṇṭa,yes,yes,yes,1,hapax(1),yes
SAKAla,śākhāla,yes,yes,yes,1,hapax(1),yes
SAKa,śākha,yes,no,yes,3,uncommon(10-99),no
SAKin,śākhin,yes,no,yes,3,uncommon(10-99),no
SAKowa,śākhoṭa,no,yes,yes,2,rare(2-9),no
SAMSapa,śāṃśapa,no,yes,yes,1,hapax(1),no
SARi,śāṇi,yes,yes,no,,,no
SARqilya,śāṇḍilya,no,no,yes,3,uncommon(10-99),no
SAbarI,śābarī,yes,no,no,,,no
SAbara,śābara,no,no,yes,2,rare(2-9),no
SAbaraka,śābaraka,yes,yes,yes,2,rare(2-9),yes
SAkA,śākā,yes,yes,no,,,no
SAkAmla,śākāmla,no,no,yes,2,rare(2-9),no
SAka,śāka,yes,no,yes,4,common(100-999),no
SAkaSrezWa,śākaśreṣṭha,yes,no,yes,2,rare(2-9),no
SAkapattra,śākapattra,yes,no,yes,2,rare(2-9),no
SAkarAj,śākarāj,yes,yes,no,,,no
SAkataru,śākataru,no,no,yes,1,hapax(1),no
SAkavIra,śākavīra,yes,yes,yes,2,rare(2-9),yes
SAkawa,śākaṭa,yes,no,yes,1,hapax(1),no
SAkawapotikA,śākaṭapotikā,yes,yes,yes,1,hapax(1),yes
SAkola,śākola,yes,yes,no,,,no
SAlAYji,śālāñji,yes,yes,no,,,no
SAlAnI,śālānī,yes,yes,no,,,no
SAlI,śālī,yes,no,yes,2,rare(2-9),no
SAlInA,śālīnā,yes,yes,yes,2,rare(2-9),yes
SAla,śāla,yes,no,yes,4,common(100-999),no
SAlana,śālana,no,yes,yes,2,rare(2-9),no
SAlaparRI,śālaparṇī,yes,yes,yes,3,uncommon(10-99),yes
SAlapattrA,śālapattrā,yes,yes,no,,,no
SAlapuzpa,śālapuṣpa,yes,no,no,,,no
SAlasAra,śālasāra,yes,no,yes,1,hapax(1),no
SAlava,śālava,yes,yes,no,,,no
SAleya,śāleya,no,no,yes,3,uncommon(10-99),no
SAliparRI,śāliparṇī,no,no,yes,3,uncommon(10-99),no
SAlmali,śālmali,no,no,yes,3,uncommon(10-99),no
SAlmalika,śālmalika,yes,no,yes,2,rare(2-9),no
SAlmalipattraka,śālmalipattraka,yes,yes,yes,2,rare(2-9),yes
SAmBava,śāmbhava,yes,no,yes,3,uncommon(10-99),no
SAmIla,śāmīla,no,no,no,,,no
SAmyAka,śāmyāka,no,yes,no,,,no
SAntA,śāntā,yes,no,yes,3,uncommon(10-99),no
SAntvati,śāntvati,yes,yes,no,,,no
SArNgazwA,śārṅgaṣṭā,yes,no,yes,2,rare(2-9),no
SAradI,śāradī,no,no,yes,2,rare(2-9),no
SArada,śārada,yes,no,yes,4,common(100-999),no
SAradaBUruh,śāradabhūruh,no,yes,no,,,no
SAradikA,śāradikā,yes,no,yes,1,hapax(1),no
SArdUla,śārdūla,yes,no,yes,4,common(100-999),no
SAtakumBa,śātakumbha,yes,no,yes,3,uncommon(10-99),no
SEKarika,śaikharika,no,yes,yes,2,rare(2-9),no
SEPAlika,śaiphālika,no,yes,no,,,no
SEgrava,śaigrava,no,no,yes,2,rare(2-9),no
SElAsanodBava,śailāsanodbhava,no,yes,no,,,no
SElUza,śailūṣa,no,no,yes,3,uncommon(10-99),no
SEla,śaila,yes,no,yes,4,common(100-999),no
SElaBeda,śailabheda,no,yes,yes,1,hapax(1),no
SElajAtA,śailajātā,yes,no,no,,,no
SElaja,śailaja,no,no,yes,2,rare(2-9),no
SElaka,śailaka,no,no,yes,1,hapax(1),no
SElamUla,śailamūla,no,yes,no,,,no
SElaniryAsa,śailaniryāsa,yes,no,yes,2,rare(2-9),no
SElapattra,śailapattra,yes,yes,no,,,no
SEleya,śaileya,yes,no,yes,3,uncommon(10-99),no
SEleyaganDi,śaileyagandhi,no,yes,no,,,no
SEleyaka,śaileyaka,no,yes,yes,2,rare(2-9),no
SErIyaka,śairīyaka,no,yes,no,,,no
SErIza,śairīṣa,no,no,yes,2,rare(2-9),no
SEva,śaiva,yes,no,yes,3,uncommon(10-99),no
SEvala,śaivala,yes,no,yes,3,uncommon(10-99),no
SIGrA,śīghrā,yes,no,yes,2,rare(2-9),no
SIGra,śīghra,yes,no,yes,4,common(100-999),no
SIGrajanman,śīghrajanman,yes,no,yes,1,hapax(1),no
SIGrapuzpa,śīghrapuṣpa,yes,yes,yes,1,hapax(1),yes
SIPAlikA,śīphālikā,yes,yes,no,,,no
SIpAla,śīpāla,no,yes,yes,1,hapax(1),no
SIrRanAlA,śīrṇanālā,yes,yes,no,,,no
SIrRaparRa,śīrṇaparṇa,yes,no,no,,,no
SIrRapattra,śīrṇapattra,yes,no,no,,,no
SIrRapuzpikA,śīrṇapuṣpikā,yes,yes,no,,,no
SIrza,śīrṣa,yes,no,yes,4,common(100-999),no
SItANgI,śītāṅgī,yes,yes,yes,1,hapax(1),yes
SIta,śīta,yes,no,yes,5,very-common(1000+),no
SItaBIru,śītabhīru,yes,yes,yes,2,rare(2-9),yes
SItaPalA,śītaphalā,no,yes,no,,,no
SItaPala,śītaphala,yes,yes,yes,2,rare(2-9),yes
SItaSivA,śītaśivā,yes,no,yes,2,rare(2-9),no
SItaSiva,śītaśiva,yes,no,yes,3,uncommon(10-99),no
SItaganDA,śītagandhā,yes,yes,no,,,no
SItaka,śītaka,no,no,yes,3,uncommon(10-99),no
SItakumBI,śītakumbhī,yes,yes,no,,,no
SItalA,śītalā,no,no,yes,2,rare(2-9),no
SItalI,śītalī,yes,no,yes,2,rare(2-9),no
SItalIjawA,śītalījaṭā,yes,yes,no,,,no
SItala,śītala,yes,no,yes,4,common(100-999),no
SItalacCada,śītalacchada,yes,no,yes,1,hapax(1),no
SItalapattrikA,śītalapattrikā,yes,yes,no,,,no
SItalavAtaka,śītalavātaka,yes,no,no,,,no
SItamUlaka,śītamūlaka,yes,no,no,,,no
SItamaYjarI,śītamañjarī,yes,yes,yes,1,hapax(1),yes
SItapAkI,śītapākī,no,yes,yes,2,rare(2-9),no
SItapallava,śītapallava,no,yes,no,,,no
SItaparRI,śītaparṇī,no,no,no,,,no
SItaparRi,śītaparṇi,no,yes,no,,,no
SItapuzpA,śītapuṣpā,no,yes,yes,1,hapax(1),no
SItapuzpa,śītapuṣpa,yes,yes,yes,1,hapax(1),yes
SItapuzpaka,śītapuṣpaka,yes,no,no,,,no
SItasahA,śītasahā,no,no,no,,,no
SItasaha,śītasaha,no,no,yes,2,rare(2-9),no
SItavIryaka,śītavīryaka,yes,yes,yes,1,hapax(1),yes
SItavalka,śītavalka,yes,no,yes,1,hapax(1),no
SIvala,śīvala,yes,yes,no,,,no
SOBa,śaubha,yes,no,yes,1,hapax(1),no
SORqI,śauṇḍī,no,no,yes,2,rare(2-9),no
SOlPa,śaulpha,yes,yes,no,,,no
SOri,śauri,yes,no,yes,4,common(100-999),no
SUdrArtA,śūdrārtā,yes,yes,no,,,no
SUkA,śūkā,yes,no,yes,3,uncommon(10-99),no
SUkaSimbA,śūkaśimbā,yes,yes,no,,,no
SUkapiRqi,śūkapiṇḍi,yes,yes,no,,,no
SUkavatI,śūkavatī,yes,yes,no,,,no
SUkula,śūkula,no,no,no,,,no
SUlAri,śūlāri,yes,yes,yes,1,hapax(1),yes
SUlaSatru,śūlaśatru,yes,yes,no,,,no
SUladviz,śūladviṣ,yes,yes,no,,,no
SUlahantrI,śūlahantrī,yes,yes,yes,1,hapax(1),yes
SUlahft,śūlahṛt,yes,no,no,,,no
SUlanASinI,śūlanāśinī,yes,yes,no,,,no
SUlotKA,śūlotkhā,no,yes,no,,,no
SUnyA,śūnyā,yes,no,yes,2,rare(2-9),no
SUra,śūra,yes,no,yes,5,very-common(1000+),no
SUraRa,śūraṇa,yes,no,yes,3,uncommon(10-99),no
SUrpaparRI,śūrpaparṇī,yes,yes,yes,3,uncommon(10-99),yes
SUtiparRa,śūtiparṇa,yes,yes,no,,,no
SaMkarI,śaṃkarī,yes,no,yes,2,rare(2-9),no
SaMkarapuzpa,śaṃkarapuṣpa,yes,yes,no,,,no
SaNKAhvA,śaṅkhāhvā,yes,yes,yes,1,hapax(1),yes
SaNKAlu,śaṅkhālu,yes,yes,no,,,no
SaNKa,śaṅkha,yes,no,yes,5,very-common(1000+),no
SaNKaDarA,śaṅkhadharā,no,yes,yes,1,hapax(1),no
SaNKaDavalA,śaṅkhadhavalā,yes,yes,no,,,no
SaNKadrAvin,śaṅkhadrāvin,yes,yes,yes,1,hapax(1),yes
SaNKakusuma,śaṅkhakusuma,yes,yes,no,,,no
SaNKamAlinI,śaṅkhamālinī,yes,yes,no,,,no
SaNKanAmnI,śaṅkhanāmnī,yes,yes,yes,1,hapax(1),yes
SaNKanaKa,śaṅkhanakha,yes,no,yes,2,rare(2-9),no
SaNKapuzpI,śaṅkhapuṣpī,yes,no,yes,3,uncommon(10-99),no
SaNKapuzpISfta,śaṅkhapuṣpīśṛta,no,yes,no,,,no
SaNKapuzpikA,śaṅkhapuṣpikā,no,yes,yes,2,rare(2-9),no
SaNKayUTikA,śaṅkhayūthikā,yes,yes,yes,1,hapax(1),yes
SaNKikA,śaṅkhikā,yes,yes,yes,2,rare(2-9),yes
SaNKinI,śaṅkhinī,no,no,yes,3,uncommon(10-99),no
SaNKinIPala,śaṅkhinīphala,yes,yes,yes,1,hapax(1),yes
SaNKinIvAsa,śaṅkhinīvāsa,yes,yes,no,,,no
SaNku,śaṅku,no,no,yes,3,uncommon(10-99),no
SaNkuPalA,śaṅkuphalā,no,yes,no,,,no
SaNkutaru,śaṅkutaru,yes,yes,no,,,no
SaPa,śapha,yes,no,yes,3,uncommon(10-99),no
SaRAlu,śaṇālu,yes,yes,no,,,no
SaRa,śaṇa,no,yes,yes,3,uncommon(10-99),no
SaRaGaRwikA,śaṇaghaṇṭikā,yes,yes,yes,2,rare(2-9),yes
SaRaparRI,śaṇaparṇī,yes,yes,yes,1,hapax(1),yes
SaRapuzpikA,śaṇapuṣpikā,no,yes,yes,1,hapax(1),no
SaRatantu,śaṇatantu,no,yes,no,,,no
SaRikA,śaṇikā,yes,yes,yes,1,hapax(1),yes
SaSa,śaśa,no,no,yes,4,common(100-999),no
SaSileKA,śaśilekhā,yes,no,yes,2,rare(2-9),no
SaSivAwikA,śaśivāṭikā,yes,yes,yes,1,hapax(1),yes
SaWAmbA,śaṭhāmbā,yes,yes,yes,1,hapax(1),yes
SaWa,śaṭha,yes,no,yes,4,common(100-999),no
Sabara,śabara,yes,no,yes,3,uncommon(10-99),no
SacI,śacī,yes,no,yes,4,common(100-999),no
Sakawa,śakaṭa,yes,no,yes,4,common(100-999),no
SakrASana,śakrāśana,yes,no,no,,,no
SakrAhva,śakrāhva,yes,yes,no,,,no
Sakra,śakra,yes,no,yes,5,very-common(1000+),no
SakraBUBavA,śakrabhūbhavā,yes,yes,no,,,no
SakrabIja,śakrabīja,yes,yes,yes,1,hapax(1),yes
Sakradruma,śakradruma,yes,yes,no,,,no
SakramAtf,śakramātṛ,yes,yes,yes,2,rare(2-9),yes
SakrapAdapa,śakrapādapa,yes,yes,yes,2,rare(2-9),yes
SakraparyAya,śakraparyāya,yes,yes,no,,,no
SakrapuzpikA,śakrapuṣpikā,yes,yes,yes,1,hapax(1),yes
SakrasfzwA,śakrasṛṣṭā,yes,yes,no,,,no
Sakravfkza,śakravṛkṣa,yes,yes,yes,1,hapax(1),yes
SaktiparRa,śaktiparṇa,yes,yes,no,,,no
SakulAdanI,śakulādanī,no,no,yes,3,uncommon(10-99),no
SakulAkzaka,śakulākṣaka,yes,yes,yes,1,hapax(1),yes
SakunI,śakunī,yes,no,yes,3,uncommon(10-99),no
Sakunda,śakunda,yes,yes,yes,1,hapax(1),yes
Sakuni,śakuni,no,no,yes,4,common(100-999),no
SalAkA,śalākā,yes,no,yes,4,common(100-999),no
SalAwu,śalāṭu,yes,no,yes,3,uncommon(10-99),no
SallA,śallā,yes,yes,no,,,no
SallakI,śallakī,no,no,yes,3,uncommon(10-99),no
SallakItvac,śallakītvac,no,yes,no,,,no
Sallaka,śallaka,yes,no,yes,2,rare(2-9),no
Salmali,śalmali,no,yes,yes,3,uncommon(10-99),no
Salya,śalya,yes,no,yes,4,common(100-999),no
Salyaka,śalyaka,yes,no,yes,3,uncommon(10-99),no
SamBu,śambhu,yes,no,yes,4,common(100-999),no
SamBupriyA,śambhupriyā,yes,no,no,,,no
SamI,śamī,no,no,yes,4,common(100-999),no
SamIgarBa,śamīgarbha,no,no,yes,3,uncommon(10-99),no
SamIpattra,śamīpattra,yes,yes,no,,,no
SambarI,śambarī,yes,no,yes,2,rare(2-9),no
Sambara,śambara,yes,no,yes,4,common(100-999),no
SampAka,śampāka,no,no,yes,3,uncommon(10-99),no
SampAta,śampāta,no,yes,no,,,no
SanakAvali,śanakāvali,yes,yes,no,,,no
SanaparRI,śanaparṇī,yes,yes,no,,,no
Sapta,śapta,yes,no,no,,,no
SarI,śarī,yes,no,yes,1,hapax(1),no
Sara,śara,no,no,yes,5,very-common(1000+),no
SarakARqa,śarakāṇḍa,no,no,no,,,no
Sarapattra,śarapattra,yes,yes,no,,,no
SarapuNKA,śarapuṅkhā,no,no,no,,,no
Saratpuzpa,śaratpuṣpa,yes,yes,yes,1,hapax(1),yes
SarkarApuzpa,śarkarāpuṣpa,yes,yes,no,,,no
Sarmara,śarmara,yes,no,no,,,no
SarvAkza,śarvākṣa,yes,yes,yes,1,hapax(1),yes
SarvarI,śarvarī,yes,no,yes,4,common(100-999),no
SastrakoSataru,śastrakośataru,yes,yes,yes,1,hapax(1),yes
SatANga,śatāṅga,yes,no,yes,2,rare(2-9),no
SatAhvA,śatāhvā,no,no,yes,3,uncommon(10-99),no
SatAhvayA,śatāhvayā,yes,yes,yes,2,rare(2-9),yes
SatAkzI,śatākṣī,yes,no,no,,,no
SatAnana,śatānana,yes,yes,no,,,no
SatArRA,śatārṇā,yes,yes,no,,,no
SatAvarI,śatāvarī,no,no,yes,4,common(100-999),no
SatI,śatī,no,yes,yes,2,rare(2-9),no
SataBIru,śatabhīru,yes,yes,no,,,no
SataGnI,śataghnī,yes,no,yes,3,uncommon(10-99),no
SatadantikA,śatadantikā,yes,yes,no,,,no
SataguptA,śataguptā,yes,yes,no,,,no
SatakaRwaka,śatakaṇṭaka,yes,yes,no,,,no
SatakumBA,śatakumbhā,no,no,yes,2,rare(2-9),no
SatakumBa,śatakumbha,no,no,yes,1,hapax(1),no
Satakunta,śatakunta,no,yes,no,,,no
SatakusumA,śatakusumā,no,yes,no,,,no
SatamUlI,śatamūlī,yes,yes,yes,2,rare(2-9),yes
SatamUlikA,śatamūlikā,yes,yes,yes,2,rare(2-9),yes
SatanetrikA,śatanetrikā,yes,yes,yes,1,hapax(1),yes
SatapadI,śatapadī,yes,no,yes,2,rare(2-9),no
SataparvA,śataparvā,yes,no,yes,2,rare(2-9),no
SatapattrikA,śatapattrikā,yes,no,yes,2,rare(2-9),no
SataprAsa,śataprāsa,yes,yes,yes,1,hapax(1),yes
SataprasUnA,śataprasūnā,yes,yes,yes,1,hapax(1),yes
SatapuzpA,śatapuṣpā,yes,no,yes,3,uncommon(10-99),no
Satapuzpa,śatapuṣpa,no,no,yes,2,rare(2-9),no
SatapuzpikA,śatapuṣpikā,yes,yes,yes,2,rare(2-9),yes
SatavIryA,śatavīryā,yes,no,yes,3,uncommon(10-99),no
SataveDin,śatavedhin,yes,yes,yes,2,rare(2-9),yes
Satru,śatru,yes,no,yes,5,very-common(1000+),no
SatruBaNga,śatrubhaṅga,yes,yes,yes,1,hapax(1),yes
Sawi,śaṭi,yes,no,yes,1,hapax(1),no
Sayita,śayita,no,no,yes,2,rare(2-9),no
Sazkula,śaṣkula,yes,no,no,,,no
Sazkuli,śaṣkuli,no,yes,yes,1,hapax(1),no
SeKarI,śekharī,yes,no,yes,2,rare(2-9),no
SeKara,śekhara,yes,no,yes,3,uncommon(10-99),no
SePAlikA,śephālikā,no,yes,yes,2,rare(2-9),no
Selu,śelu,no,yes,yes,3,uncommon(10-99),no
SepAla,śepāla,yes,yes,no,,,no
SevAla,śevāla,no,yes,yes,2,rare(2-9),no
Sevala,śevala,yes,no,yes,2,rare(2-9),no
SfNKalI,śṛṅkhalī,yes,yes,no,,,no
SfNgAwa,śṛṅgāṭa,yes,no,yes,2,rare(2-9),no
SfNgAwaka,śṛṅgāṭaka,no,no,yes,3,uncommon(10-99),no
SfNgI,śṛṅgī,no,no,yes,3,uncommon(10-99),no
SfNga,śṛṅga,yes,no,yes,4,common(100-999),no
SfNgakanda,śṛṅgakanda,yes,yes,yes,1,hapax(1),yes
SfNgalA,śṛṅgalā,yes,yes,no,,,no
SfNgamUla,śṛṅgamūla,yes,yes,yes,1,hapax(1),yes
SfNgamohin,śṛṅgamohin,yes,yes,no,,,no
SfNgaruha,śṛṅgaruha,yes,yes,yes,1,hapax(1),yes
SfNgaverABamUlaka,śṛṅgaverābhamūlaka,yes,yes,no,,,no
SfNgiRI,śṛṅgiṇī,yes,no,yes,1,hapax(1),no
SfNgikA,śṛṅgikā,yes,no,yes,1,hapax(1),no
SfNgin,śṛṅgin,yes,no,yes,3,uncommon(10-99),no
SiKA,śikhā,yes,no,yes,4,common(100-999),no
SiKAvala,śikhāvala,no,no,yes,2,rare(2-9),no
SiKAvatI,śikhāvatī,yes,no,no,,,no
SiKIndra,śikhīndra,yes,yes,no,,,no
SiKaRqI,śikhaṇḍī,yes,no,yes,2,rare(2-9),no
SiKaRqinI,śikhaṇḍinī,yes,no,yes,3,uncommon(10-99),no
SiKarA,śikharā,yes,no,yes,1,hapax(1),no
SiKariRI,śikhariṇī,yes,no,yes,2,rare(2-9),no
SiKarin,śikharin,yes,no,yes,3,uncommon(10-99),no
SiKimaRqala,śikhimaṇḍala,yes,yes,no,,,no
SiKin,śikhin,yes,no,yes,4,common(100-999),no
SiKinI,śikhinī,yes,no,yes,2,rare(2-9),no
SiKivarDaka,śikhivardhaka,yes,yes,no,,,no
SiMSapA,śiṃśapā,no,no,yes,3,uncommon(10-99),no
SiMSumAra,śiṃśumāra,no,yes,yes,3,uncommon(10-99),no
SiPAruha,śiphāruha,yes,yes,yes,1,hapax(1),yes
SiSirA,śiśirā,yes,no,yes,2,rare(2-9),no
SiSira,śiśira,yes,no,yes,4,common(100-999),no
SiSumAra,śiśumāra,no,no,yes,3,uncommon(10-99),no
SiSumAravasA,śiśumāravasā,no,yes,no,,,no
SiSupAlaka,śiśupālaka,yes,no,yes,1,hapax(1),no
Sibi,śibi,yes,no,yes,4,common(100-999),no
Sigru,śigru,no,no,yes,4,common(100-999),no
SigrubIja,śigrubīja,yes,yes,yes,1,hapax(1),yes
SigrumUla,śigrumūla,no,yes,no,,,no
SikzA,śikṣā,yes,no,yes,4,common(100-999),no
SilABava,śilābhava,no,no,no,,,no
SilABid,śilābhid,no,yes,no,,,no
SilAja,śilāja,no,no,yes,3,uncommon(10-99),no
SilAkarRI,śilākarṇī,yes,yes,no,,,no
SilAnta,śilānta,yes,yes,yes,1,hapax(1),yes
SilApuzpa,śilāpuṣpa,no,no,yes,2,rare(2-9),no
SilArasa,śilārasa,no,yes,no,,,no
SilInDra,śilīndhra,yes,no,yes,2,rare(2-9),no
SilUza,śilūṣa,yes,no,no,,,no
Sileya,śileya,no,no,no,,,no
Sili,śili,yes,no,no,,,no
SilodBava,śilodbhava,no,no,yes,2,rare(2-9),no
SilotTa,śilottha,no,no,yes,1,hapax(1),no
SimbI,śimbī,yes,no,yes,3,uncommon(10-99),no
SimbIPala,śimbīphala,yes,yes,yes,1,hapax(1),yes
Simba,śimba,yes,no,yes,2,rare(2-9),no
Simbika,śimbika,yes,yes,yes,1,hapax(1),yes
SimbiparRikA,śimbiparṇikā,yes,yes,no,,,no
SirIza,śirīṣa,no,no,yes,4,common(100-999),no
SirIzaka,śirīṣaka,no,no,yes,2,rare(2-9),no
Sira,śira,yes,no,yes,3,uncommon(10-99),no
SiroruhA,śiroruhā,yes,yes,no,,,no
SirorujA,śirorujā,yes,no,yes,1,hapax(1),no
SirovfttaPala,śirovṛttaphala,no,yes,no,,,no
Siti,śiti,yes,no,yes,3,uncommon(10-99),no
SiticAra,śiticāra,yes,yes,no,,,no
SitikumBa,śitikumbha,yes,yes,no,,,no
SitisAraka,śitisāraka,yes,yes,yes,1,hapax(1),yes
Sitivara,śitivara,no,yes,yes,1,hapax(1),no
SivA,śivā,yes,no,yes,4,common(100-999),no
SivAPalA,śivāphalā,yes,yes,yes,1,hapax(1),yes
SivAhlAda,śivāhlāda,yes,yes,yes,1,hapax(1),yes
SivAkza,śivākṣa,yes,yes,yes,1,hapax(1),yes
SivAnI,śivānī,yes,no,no,,,no
SivApIqa,śivāpīḍa,yes,yes,no,,,no
SivArka,śivārka,yes,yes,no,,,no
SivAsmfti,śivāsmṛti,yes,yes,no,,,no
SivAwikA,śivāṭikā,yes,no,yes,2,rare(2-9),no
Siva,śiva,yes,no,yes,5,very-common(1000+),no
SivaSeKara,śivaśekhara,yes,no,yes,2,rare(2-9),no
SivadAru,śivadāru,yes,yes,yes,1,hapax(1),yes
Sivadruma,śivadruma,yes,yes,yes,1,hapax(1),yes
SivadvizwA,śivadviṣṭā,yes,yes,yes,1,hapax(1),yes
Sivakesara,śivakesara,yes,yes,no,,,no
SivamallI,śivamallī,yes,no,yes,2,rare(2-9),no
Sivamallaka,śivamallaka,yes,yes,yes,1,hapax(1),yes
SivamallikA,śivamallikā,yes,yes,yes,1,hapax(1),yes
Sivapriya,śivapriya,yes,no,yes,2,rare(2-9),no
Sivapuzpaka,śivapuṣpaka,yes,yes,yes,1,hapax(1),yes
SivavallI,śivavallī,yes,no,yes,2,rare(2-9),no
