species_canonical,gbif_matched_name,rank,status,accepted_name,family,match_type,confidence
Nyctanthes arbor tristis,Nyctanthes arbor,SPECIES,ACCEPTED,,Oleaceae,HIGHERRANK,100
Nyctanthes tristis,Nyctanthes tristis,SPECIES,SYNONYM,Nyctanthes arbor-tristis,Oleaceae,EXACT,100
Nymphaea,Nymphaea,GENUS,ACCEPTED,,Nymphaeaceae,EXACT,95
Nymphaea alba,Nymphaea alba,SPECIES,ACCEPTED,,Nymphaeaceae,EXACT,99
Nymphaea caerulea,Nymphaea caerulea,SPECIES,SYNONYM,Nymphaea nouchali,Nymphaeaceae,EXACT,99
Nymphaea cyanea,Nymphaea cyanea,SPECIES,SYNONYM,Nymphaea nouchali,Nymphaeaceae,EXACT,99
Nymphaea esculenta,Nymphaea,GENUS,ACCEPTED,,Nymphaeaceae,HIGHERRANK,98
Nymphaea lotus,Nymphaea lotus,SPECIES,ACCEPTED,,Nymphaeaceae,EXACT,99
Nymphaea nelumbo,Nymphaea nelumbo,SPECIES,ACCEPTED,,Nymphaeaceae,EXACT,99
Nymphaea rubra,Nymphaea rubra,SPECIES,ACCEPTED,,Nymphaeaceae,EXACT,99
Nymphaea stellata,Nymphaea,GENUS,ACCEPTED,,Nymphaeaceae,HIGHERRANK,99
Nāga,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Ocimum,Ocimum,GENUS,ACCEPTED,,Lamiaceae,EXACT,96
Ocimum adscendens,Lamiaceae,FAMILY,ACCEPTED,,Lamiaceae,HIGHERRANK,99
Ocimum basilicum pilosum,Ocimum basilicum pilosum,VARIETY,SYNONYM,Ocimum africanum,Lamiaceae,EXACT,99
Ocimum gratissimum,Ocimum gratissimum,SPECIES,ACCEPTED,,Lamiaceae,EXACT,99
Ocimum pilosum,Ocimum pilosum,SPECIES,SYNONYM,Ocimum africanum,Lamiaceae,EXACT,99
Ocimum sanctum,Ocimum sanctum,SPECIES,SYNONYM,Ocimum tenuiflorum,Lamiaceae,EXACT,100
Ocimum villosum,Lamiaceae,FAMILY,ACCEPTED,,Lamiaceae,HIGHERRANK,99
Ocinium sanctum,Ocimum sanctum,SPECIES,SYNONYM,Ocimum tenuiflorum,Lamiaceae,FUZZY,80
Octandra,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Ocymum album,Ocimum,GENUS,ACCEPTED,,Lamiaceae,HIGHERRANK,85
Ocymum sacrum,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Odina pennata,Odina pinnata,SPECIES,SYNONYM,Lannea coromandelica,Anacardiaceae,FUZZY,96
Odina pinisata,Odina pinnata,SPECIES,SYNONYM,Lannea coromandelica,Anacardiaceae,FUZZY,95
Odina pinnata,Odina pinnata,SPECIES,SYNONYM,Lannea coromandelica,Anacardiaceae,EXACT,100
Odina wodier,Odina wodier,SPECIES,SYNONYM,Lannea coromandelica,Anacardiaceae,EXACT,100
Okera,Oxera,GENUS,ACCEPTED,,Lamiaceae,FUZZY,80
Oldenlandia,Oldenlandia,GENUS,ACCEPTED,,Rubiaceae,EXACT,95
Oldenlandia biflora,Magnoliopsida,CLASS,ACCEPTED,,,HIGHERRANK,99
Oldenlandia herbacea,Oldenlandia herbacea,SPECIES,ACCEPTED,,Rubiaceae,EXACT,99
Oleraceus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Olibanum,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Ophiorrhiza mungos,Ophiorrhiza mungos,SPECIES,ACCEPTED,,Rubiaceae,EXACT,99
Opomea turpethum,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Opuntia,Opuntia,GENUS,ACCEPTED,,Cactaceae,HIGHERRANK,95
Opuntia dillenii,Opuntia dillenii,SPECIES,ACCEPTED,,Cactaceae,EXACT,100
Oryza sativa,Oryza sativa,SPECIES,ACCEPTED,,Poaceae,EXACT,99
Ovieda verticallata,Ovieda verticillatum,SPECIES,SYNONYM,Clerodendrum indicum,Lamiaceae,FUZZY,95
Oxalis,Oxalis,GENUS,ACCEPTED,,Oxalidaceae,EXACT,96
Oxalis corniculata,Oxalis corniculata,SPECIES,ACCEPTED,,Oxalidaceae,EXACT,100
Oxalis pusilla,Oxalis pusilla,SPECIES,ACCEPTED,,Oxalidaceae,EXACT,99
Oxystelma esculentum,Oxystelma esculentum,SPECIES,SYNONYM,Oxystelma wallichii,Apocynaceae,EXACT,99
Paederia foetida,Paederia foetida,SPECIES,ACCEPTED,,Rubiaceae,EXACT,99
Palma christi,Palma,GENUS,SYNONYM,,Arecaceae,HIGHERRANK,96
Palmyra,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Paludosa,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Pandanus,Pandanus,GENUS,ACCEPTED,,Pandanaceae,EXACT,95
Pandanus odoratissimus,Pandanus odoratissimus,SPECIES,ACCEPTED,,Pandanaceae,EXACT,99
Panicum,Panicum,GENUS,ACCEPTED,,Poaceae,EXACT,96
Panicum dactylon,Panicum dactylon,SPECIES,SYNONYM,Cynodon dactylon,Poaceae,EXACT,100
Panicum frumentaceum,Panicum frumentaceum,SPECIES,ACCEPTED,,Poaceae,EXACT,99
Panicum italicum,Panicum italicum,SPECIES,ACCEPTED,,Poaceae,EXACT,99
Panicum miliaceum,Panicum miliaceum,SPECIES,ACCEPTED,,Poaceae,EXACT,99
Panicum spicatum,Poaceae,FAMILY,ACCEPTED,,Poaceae,HIGHERRANK,99
Panicum verticillatum,Panicum verticillatum,SPECIES,ACCEPTED,,Poaceae,EXACT,99
Panicuni italicum,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Panmori,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Panmorium,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Parra jacana,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Paspalum frumentaceum,Paspalum frumentaceum,SPECIES,ACCEPTED,,Poaceae,EXACT,99
Paspalum scrobiculatum,Paspalum scrobiculatum,SPECIES,ACCEPTED,,Poaceae,EXACT,100
Pavetta indica,Pavetta indica,SPECIES,ACCEPTED,,Rubiaceae,EXACT,99
Pavonia odorata,Pavonia odorata,SPECIES,SYNONYM,Pavonia zeylonica,Malvaceae,EXACT,100
Peepal,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Penicillaria spicata,Penicillaria spicata,SPECIES,SYNONYM,Cenchrus americanus,Poaceae,EXACT,100
Pentapetes phoenicea,Pentapetes phoenicea,SPECIES,ACCEPTED,,Malvaceae,EXACT,100
Pentaptera,Pentaptera,GENUS,SYNONYM,,Combretaceae,EXACT,94
Pentaptera arjuna,Pentaptera arjuna,SPECIES,SYNONYM,Terminalia arjuna,Combretaceae,EXACT,99
Pentaptera tomentosa,Pentaptera tomentosa,SPECIES,SYNONYM,Terminalia elliptica,Combretaceae,EXACT,99
Perdix chinensis,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Perfoliata,Perfoliata,GENUS,SYNONYM,,Apiaceae,EXACT,95
Periploca indica,Periploca indica,SPECIES,SYNONYM,Hemidesmus indicus,Apocynaceae,EXACT,100
Pharmaceum mollugo,Pharnaceum mollugo,SPECIES,SYNONYM,Glinus oppositifolius,Molluginaceae,FUZZY,88
Phaseolus,Phaseolus,GENUS,ACCEPTED,,Fabaceae,EXACT,95
Phaseolus aconitifolius,Fabaceae,FAMILY,ACCEPTED,,Fabaceae,HIGHERRANK,99
Phaseolus max,Phaseolus max,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Phaseolus mungo,Phaseolus mungo,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Phaseolus radiatus,Vigna,GENUS,ACCEPTED,,Fabaceae,HIGHERRANK,99
Phaseolus trilobus,Fabaceae,FAMILY,ACCEPTED,,Fabaceae,HIGHERRANK,99
Phaseolus trilobus ait,Fabaceae,FAMILY,ACCEPTED,,Fabaceae,HIGHERRANK,99
Phlomis,Phlomis,GENUS,ACCEPTED,,Lamiaceae,EXACT,96
Phlomis ceylanica,Phlomis,GENUS,ACCEPTED,,Lamiaceae,HIGHERRANK,96
Phlomis esculenta,Phlomis esculenta,SPECIES,SYNONYM,Leucas aspera,Lamiaceae,EXACT,100
Phlomis zeylanica,Phlomis zeylanica,SPECIES,ACCEPTED,,Lamiaceae,EXACT,99
Phoenix,Phoenix,GENUS,ACCEPTED,,Arecaceae,EXACT,95
Phoenix paludosa,Phoenix paludosa,SPECIES,ACCEPTED,,Arecaceae,EXACT,100
Phoenix silvestris,Phoenix sylvestris,SPECIES,ACCEPTED,,Arecaceae,FUZZY,98
Phoenix sylvestris,Phoenix sylvestris,SPECIES,ACCEPTED,,Arecaceae,EXACT,100
Phyllanthus emblica,Phyllanthus emblica,SPECIES,ACCEPTED,,Phyllanthaceae,EXACT,100
Phyllanthus niruri,Phyllanthus niruri,SPECIES,ACCEPTED,,Phyllanthaceae,EXACT,99
Physalia flexuosa,Solanaceae,FAMILY,ACCEPTED,,Solanaceae,HIGHERRANK,85
Physalis flexuosa,Solanaceae,FAMILY,ACCEPTED,,Solanaceae,HIGHERRANK,99
Physalis flexuosus,Solanaceae,FAMILY,ACCEPTED,,Solanaceae,HIGHERRANK,96
Picta,Picea,GENUS,ACCEPTED,,Pinaceae,FUZZY,83
Pimelodus vacha,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Pimenta acris,Pimenta acris,SPECIES,SYNONYM,Pimenta racemosa,Myrtaceae,EXACT,100
Pimpinella anisum,Pimpinella anisum,SPECIES,ACCEPTED,,Apiaceae,EXACT,99
Pimpinella involucrata,Apiaceae,FAMILY,ACCEPTED,,Apiaceae,HIGHERRANK,99
Pinus,Pinus,GENUS,ACCEPTED,,Pinaceae,EXACT,96
Pinus deodar,Pinus deodara,SPECIES,SYNONYM,Cedrus deodara,Pinaceae,FUZZY,96
Pinus deodaru roxb,Pinus deodara,SPECIES,SYNONYM,Cedrus deodara,Pinaceae,HIGHERRANK,95
Pinus deodora,Pinus deodara,SPECIES,SYNONYM,Cedrus deodara,Pinaceae,FUZZY,95
Pinus devadaru,Pinus,GENUS,ACCEPTED,,Pinaceae,HIGHERRANK,96
Pinus devadāru,Pinus,GENUS,ACCEPTED,,Pinaceae,HIGHERRANK,96
Pinus longifolia,Pinus longifolia,SPECIES,ACCEPTED,,Pinaceae,EXACT,99
Pinus webbiana,Pinus webbiana,SPECIES,SYNONYM,Abies spectabilis,Pinaceae,EXACT,99
Piper aurantiacum,Piper aurantiacum,SPECIES,SYNONYM,Piper wallichii,Piperaceae,EXACT,99
Piper betel,Piper betel,SPECIES,SYNONYM,Piper betle,Piperaceae,EXACT,99
Piper betle,Piper betle,SPECIES,ACCEPTED,,Piperaceae,EXACT,100
Piper chaba,Piper chaba,SPECIES,SYNONYM,Piper retrofractum,Piperaceae,EXACT,99
Piper longum,Piper longum,SPECIES,ACCEPTED,,Piperaceae,EXACT,99
Pisang,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Pistia stratiotes,Pistia stratiotes,SPECIES,ACCEPTED,,Araceae,EXACT,100
Pisum arvense,Pisum arvense,SPECIES,SYNONYM,Lathyrus oleraceus,Fabaceae,EXACT,100
Piyal,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Plectranthus,Plectranthus,GENUS,ACCEPTED,,Lamiaceae,EXACT,96
Plectranthus scutellarioides,Plectranthus scutellarioides,SPECIES,SYNONYM,Coleus scutellarioides,Lamiaceae,EXACT,99
Plumbago,Plumbago,GENUS,ACCEPTED,,Plumbaginaceae,EXACT,96
Plumbago ceylanica,Plumbago,GENUS,ACCEPTED,,Plumbaginaceae,HIGHERRANK,96
Plumbago rosea,Plumbago rosea,SPECIES,SYNONYM,Plumbago indica,Plumbaginaceae,EXACT,100
Plumbago zeylanica,Plumbago zeylanica,SPECIES,ACCEPTED,,Plumbaginaceae,EXACT,100
Poa cynosuroides,Poa cynosuroides,SPECIES,SYNONYM,Desmostachya bipinnata,Poaceae,EXACT,100
Polanisia icosandra,Polanisia icosandra,SPECIES,SYNONYM,Arivela viscosa,Cleomaceae,EXACT,100
Polianthes tuberosa,Polianthes tuberosa,SPECIES,SYNONYM,Agave amica,Asparagaceae,EXACT,100
Pongamia glabra,Pongamia glabra,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Ponulacca olerscea,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Portulaca oleracea,Portulaca oleracea,SPECIES,ACCEPTED,,Portulacaceae,EXACT,100
Portulaca quadrifida,Portulaca quadrifida,SPECIES,ACCEPTED,,Portulacaceae,EXACT,100
Pothos officinalis,Pothos officinalis,SPECIES,SYNONYM,Scindapsus officinalis,Araceae,EXACT,100
Premna esculenta,Premna esculenta,SPECIES,ACCEPTED,,Lamiaceae,EXACT,100
Premna herbacea,Premna herbacea,SPECIES,ACCEPTED,,Lamiaceae,EXACT,100
Premna spinosa,Premna spinosa,SPECIES,SYNONYM,Premna serratifolia,Lamiaceae,EXACT,100
Prenina spinosa,Premna spinosa,SPECIES,SYNONYM,Premna serratifolia,Lamiaceae,FUZZY,80
Proralia corylifolia,Psoralea corylifolia,SPECIES,SYNONYM,Cullen corylifolium,Fabaceae,FUZZY,80
Prosopis spicigera,Prosopis spicigera,SPECIES,SYNONYM,Prosopis cineraria,Fabaceae,EXACT,100
Prostrata,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Psoralea corylifolia,Psoralea corylifolia,SPECIES,SYNONYM,Cullen corylifolium,Fabaceae,EXACT,100
Pterocarpus santalinus,Pterocarpus santalinus,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Pterospermum acerifolium,Pterospermum acerifolium,SPECIES,ACCEPTED,,Malvaceae,EXACT,99
Pterospermum acrifolium,Pterospermum,GENUS,ACCEPTED,,Malvaceae,HIGHERRANK,95
Pterospermum ruberifolium,Pterospermum,GENUS,ACCEPTED,,Malvaceae,HIGHERRANK,95
Pterospermum suberifolium,Pterospermum suberifolium,SPECIES,ACCEPTED,,Malvaceae,EXACT,99
Ptychotis ajowan,Ptychotis ajowan,SPECIES,SYNONYM,Trachyspermum ammi,Apiaceae,EXACT,100
Pubescens,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Purslain,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Putranjiva roxburghii,Putranjiva roxburghii,SPECIES,ACCEPTED,,Putranjivaceae,EXACT,100
Pythonium bulbiferum schott,Pythonium bulbiferum,SPECIES,SYNONYM,Amorphophallus bulbifer,Araceae,HIGHERRANK,100
Quamoclit pennata,Quamoclit pennata,SPECIES,SYNONYM,Ipomoea quamoclit,Convolvulaceae,EXACT,99
Randia,Randia,GENUS,ACCEPTED,,Rubiaceae,EXACT,96
Rangan,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Raphanus sativus,Raphanus sativus,SPECIES,ACCEPTED,,Brassicaceae,EXACT,100
Red lodh,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Religiosa,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Rhinacanthus communis,Rhinacanthus,GENUS,ACCEPTED,,Acanthaceae,HIGHERRANK,99
Rhombifolia,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Rhus,Rhus,GENUS,ACCEPTED,,Anacardiaceae,EXACT,96
Rhus succedana,Rhus succedanea,SPECIES,SYNONYM,Toxicodendron succedaneum,Anacardiaceae,FUZZY,96
Ricinus,Ricinus,GENUS,ACCEPTED,,Euphorbiaceae,EXACT,95
Ricinus communis,Ricinus communis,SPECIES,ACCEPTED,,Euphorbiaceae,EXACT,100
Rohitaka,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Rosa glandulifera,Rosa,GENUS,ACCEPTED,,Rosaceae,HIGHERRANK,99
Rosa moschata,Rosa moschata,SPECIES,ACCEPTED,,Rosaceae,EXACT,99
Rosa sinensis,Rosa,GENUS,ACCEPTED,,Rosaceae,HIGHERRANK,91
Rosea,Magnoliopsida,CLASS,ACCEPTED,,,HIGHERRANK,94
Rotang,Rotang,GENUS,SYNONYM,,Arecaceae,EXACT,96
Rottlera tinctoria,Rottlera tinctoria,SPECIES,SYNONYM,Mallotus philippensis,Euphorbiaceae,EXACT,100
Rottleria tinctoria,Rottlera tinctoria,SPECIES,SYNONYM,Mallotus philippensis,Euphorbiaceae,FUZZY,88
Roxburghii,Roxburghia,GENUS,SYNONYM,,Stemonaceae,FUZZY,84
Roxburghii wall,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Rubia manjith,Rubia manjith,SPECIES,ACCEPTED,,Rubiaceae,EXACT,99
Rubia munjista,Rubia munjista,SPECIES,SYNONYM,Rubia manjith,Rubiaceae,EXACT,100
Rubra,Rubia,GENUS,ACCEPTED,,Rubiaceae,FUZZY,85
Rubriflora,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Ruellia longifolia,Ruellia longifolia,SPECIES,ACCEPTED,,Acanthaceae,EXACT,99
Rumex vesicarius,Rumex vesicarius,SPECIES,ACCEPTED,,Polygonaceae,EXACT,100
Rumex vesicatorius,Rumex vesicarius,SPECIES,ACCEPTED,,Polygonaceae,FUZZY,95
Ruta graveolens,Ruta graveolens,SPECIES,ACCEPTED,,Rutaceae,EXACT,100
Saccharatus cernuum,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Saccharum cylindricum,Saccharum cylindricum,SPECIES,SYNONYM,Imperata cylindrica,Poaceae,EXACT,100
Saccharum fuscum,Saccharum fuscum,SPECIES,SYNONYM,Miscanthus fuscus,Poaceae,EXACT,100
Saccharum munja,Saccharum munja,SPECIES,SYNONYM,Tripidium bengalense,Poaceae,EXACT,100
Saccharum munja roxb,Saccharum munja,SPECIES,SYNONYM,Tripidium bengalense,Poaceae,HIGHERRANK,100
Saccharum munjia,Saccharum munja,SPECIES,SYNONYM,Tripidium bengalense,Poaceae,FUZZY,97
Saccharum officinale,Saccharum officinale,SPECIES,SYNONYM,Saccharum officinarum,Poaceae,EXACT,100
Saccharum officinarum,Saccharum officinarum,SPECIES,ACCEPTED,,Poaceae,EXACT,100
Saccharum procerum,Saccharum procerum,SPECIES,SYNONYM,Tripidium procerum,Poaceae,EXACT,100
Saccharum sara,Saccharum sara,SPECIES,SYNONYM,Tripidium bengalense,Poaceae,EXACT,100
Saccharum sara roxb,Saccharum sara,SPECIES,SYNONYM,Tripidium bengalense,Poaceae,HIGHERRANK,100
Saccharum spontaneum,Saccharum spontaneum,SPECIES,ACCEPTED,,Poaceae,EXACT,100
Saccharum śara,Saccharum,GENUS,ACCEPTED,,Poaceae,HIGHERRANK,95
Salmalia malabarica,Salmalia malabarica,SPECIES,SYNONYM,Bombax ceiba,Malvaceae,EXACT,100
Salvadora persica,Salvadora persica,SPECIES,ACCEPTED,,Salvadoraceae,EXACT,99
Salvinia cucullata,Salvinia cucullata,SPECIES,ACCEPTED,,Salviniaceae,EXACT,99
Sanseviera,Sanseviera,GENUS,DOUBTFUL,,Haemodoraceae,EXACT,94
Sanseviera roxburghiana,Sansevieria roxburghiana,SPECIES,SYNONYM,Dracaena roxburghiana,Asparagaceae,FUZZY,88
Sanseviera zeylanica,Dracaena,GENUS,ACCEPTED,,Asparagaceae,HIGHERRANK,85
Sapindus detergens,Sapindus,GENUS,ACCEPTED,,Sapindaceae,HIGHERRANK,99
Sapindus detergens roxb,Sapindus,GENUS,ACCEPTED,,Sapindaceae,HIGHERRANK,99
Sapindus saponaria,Sapindus saponaria,SPECIES,ACCEPTED,,Sapindaceae,EXACT,99
Sarcostema viminalis,Cynanchum,GENUS,ACCEPTED,,Apocynaceae,HIGHERRANK,85
Sarcostemma viminale,Cynanchum,GENUS,ACCEPTED,,Apocynaceae,HIGHERRANK,99
Sarsaparilla,Sarsaparilla,GENUS,SYNONYM,,Smilacaceae,EXACT,96
Saussurea auriculata,Asteraceae,FAMILY,ACCEPTED,,Asteraceae,HIGHERRANK,99
Schoenanthus indicus,Schoenanthus,GENUS,SYNONYM,,Poaceae,HIGHERRANK,96
Scholaris,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Schrebera swietenioides,Schrebera swietenioides,SPECIES,ACCEPTED,,Oleaceae,EXACT,100
Schreberia swietenoides,Schrebera swietenoides,SPECIES,ACCEPTED,,Oleaceae,FUZZY,87
Scindapsus officinalis,Scindapsus officinalis,SPECIES,ACCEPTED,,Araceae,EXACT,100
Scirpus,Scirpus,GENUS,ACCEPTED,,Cyperaceae,EXACT,95
Scirpus kysoor,Scirpus kysoor,SPECIES,SYNONYM,Actinoscirpus grossus,Cyperaceae,EXACT,99
Scirpus kysoor roxb,Scirpus kysoor,SPECIES,SYNONYM,Actinoscirpus grossus,Cyperaceae,HIGHERRANK,99
Seemul,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Semecarpus anacardium,Semecarpus anacardium,SPECIES,ACCEPTED,,Anacardiaceae,EXACT,99
Senna,Senna,GENUS,ACCEPTED,,Fabaceae,EXACT,95
Senna obtusa,Senna obtusa,SPECIES,SYNONYM,Senna italica,Fabaceae,EXACT,100
Sennia esculenta,Senna esculenta,SPECIES,SYNONYM,Senna sophera,Fabaceae,FUZZY,88
Serratula anthelminthica,Serratula anthelmintica,SPECIES,SYNONYM,Baccharoides anthelmintica,Asteraceae,FUZZY,97
Serratula anthelmintica,Serratula anthelmintica,SPECIES,SYNONYM,Baccharoides anthelmintica,Asteraceae,EXACT,100
Sesam,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Sesamum,Sesamum,GENUS,ACCEPTED,,Pedaliaceae,EXACT,95
Sesamum indicum,Sesamum indicum,SPECIES,ACCEPTED,,Pedaliaceae,EXACT,100
Sesbana grandiflora,Sesban grandiflora,SPECIES,SYNONYM,Sesbania grandiflora,Fabaceae,FUZZY,95
Sesbania aegyptiaca,Sesbania aegyptiaca,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Sesbania grandiflora,Sesbania grandiflora,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Shorea robusta,Shorea robusta,SPECIES,ACCEPTED,,Dipterocarpaceae,EXACT,99
Sida,Sida,GENUS,ACCEPTED,,Malvaceae,HIGHERRANK,95
Sida alba,Sida alba,SPECIES,ACCEPTED,,Malvaceae,EXACT,99
Sida cordifolia,Sida cordifolia,SPECIES,ACCEPTED,,Malvaceae,EXACT,99
Sida rhombifolia,Sida rhombifolia,SPECIES,ACCEPTED,,Malvaceae,EXACT,100
Sida rhomboidea,Sida,GENUS,ACCEPTED,,Malvaceae,HIGHERRANK,99
Sida rhomboides,Sida,GENUS,ACCEPTED,,Malvaceae,HIGHERRANK,95
Sida spinosa,Sida spinosa,SPECIES,ACCEPTED,,Malvaceae,EXACT,99
Sidonia cordifolia,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Sinapis,Sinapis,GENUS,ACCEPTED,,Brassicaceae,EXACT,96
Sinapis dichotoma,Brassica,GENUS,ACCEPTED,,Brassicaceae,HIGHERRANK,99
Sinapis glauca,Sinapis glauca,SPECIES,SYNONYM,Brassica napus,Brassicaceae,EXACT,100
Sinapis racemosa,Sinapis,GENUS,ACCEPTED,,Brassicaceae,HIGHERRANK,96
Sinapis ramosa,Sinapis ramosa,SPECIES,SYNONYM,Brassica juncea,Brassicaceae,EXACT,99
Sinapis ramosa roxb,Sinapis ramosa,SPECIES,SYNONYM,Brassica juncea,Brassicaceae,HIGHERRANK,99
Siphonantus indica,Siphonanthus indicus,SPECIES,SYNONYM,Clerodendrum indicum,Lamiaceae,FUZZY,88
Sirium myrtifolium,Sirium myrtifolium,SPECIES,SYNONYM,Santalum album,Santalaceae,EXACT,100
Sisu,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Sita cordifolia,Sida cordifolia,SPECIES,ACCEPTED,,Malvaceae,FUZZY,86
Smilax china,Smilax china,SPECIES,ACCEPTED,,Smilacaceae,EXACT,99
Socotorine aloe,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Solanum,Solanum,GENUS,ACCEPTED,,Solanaceae,HIGHERRANK,95
Solanum diffusum,Solanum diffusum,SPECIES,ACCEPTED,,Solanaceae,EXACT,99
Solanum indicum,Solanum,GENUS,ACCEPTED,,Solanaceae,HIGHERRANK,99
Solanum jacquini,Solanum jacquinii,SPECIES,SYNONYM,Solanum virginianum,Solanaceae,FUZZY,96
Solanum longum,Solanum longum,SPECIES,SYNONYM,Solanum melongena,Solanaceae,EXACT,100
Solanum melongena,Solanum melongena,SPECIES,ACCEPTED,,Solanaceae,EXACT,99
Solanum trilobatum,Solanum trilobatum,SPECIES,ACCEPTED,,Solanaceae,EXACT,99
Sorghum,Sorghum,GENUS,ACCEPTED,,Poaceae,EXACT,96
Sowa,Soda,GENUS,ACCEPTED,,Amaranthaceae,FUZZY,80
Soyimida febrifuga,Soymida febrifuga,SPECIES,ACCEPTED,,Meliaceae,FUZZY,89
Speciosus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Sphaeranthus,Sphaeranthus,GENUS,ACCEPTED,,Asteraceae,EXACT,96
Sphaeranthus hirtus,Sphaeranthus hirtus,SPECIES,SYNONYM,Sphaeranthus indicus,Asteraceae,EXACT,100
Sphaeranthus indicus,Sphaeranthus indicus,SPECIES,ACCEPTED,,Asteraceae,EXACT,99
Sphaeranthus mollis,Sphaeranthus mollis,SPECIES,SYNONYM,Sphaeranthus indicus,Asteraceae,EXACT,99
Sphaerantus hirtus,Sphaeranthus hirtus,SPECIES,SYNONYM,Sphaeranthus indicus,Asteraceae,FUZZY,88
Sphut,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Sphuti,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Spondias,Spondias,GENUS,ACCEPTED,,Anacardiaceae,EXACT,96
Spondias magnifera,Spondias mangifera,SPECIES,SYNONYM,Spondias pinnata,Anacardiaceae,FUZZY,96
Spondias mangifera,Spondias mangifera,SPECIES,SYNONYM,Spondias pinnata,Anacardiaceae,EXACT,100
Spondias mangifera pentaptera tomentosa,Spondias mangifera,SPECIES,SYNONYM,Spondias pinnata,Anacardiaceae,HIGHERRANK,100
Squamosa,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Strychnos,Strychnos,GENUS,ACCEPTED,,Loganiaceae,EXACT,96
Strychnos nux vomica,Strychnos,GENUS,ACCEPTED,,Loganiaceae,HIGHERRANK,96
Strychnos potatorum,Strychnos potatorum,SPECIES,ACCEPTED,,Loganiaceae,EXACT,100
Styrax,Styrax,GENUS,ACCEPTED,,Styracaceae,EXACT,96
Styrax benzoin,Styrax benzoin,SPECIES,ACCEPTED,,Styracaceae,EXACT,100
Sulcatus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Superba,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Symplocos,Symplocos,GENUS,ACCEPTED,,Symplocaceae,EXACT,96
Symplocos racemosa,Symplocos racemosa,SPECIES,ACCEPTED,,Symplocaceae,EXACT,99
Tabernaemontana,Tabernaemontana,GENUS,ACCEPTED,,Apocynaceae,EXACT,96
Tabernaemontana coronaria,Tabernaemontana coronaria,SPECIES,SYNONYM,Tabernaemontana divaricata,Apocynaceae,EXACT,99
Tamarindus indica,Tamarindus indica,SPECIES,ACCEPTED,,Fabaceae,EXACT,100
Tamarix indica,Tamarix indica,SPECIES,ACCEPTED,,Tamaricaceae,EXACT,99
Tapia,Tapia,GENUS,SYNONYM,,Capparaceae,EXACT,95
