parent_L,parent_k1,child_L,child_k1,child_lex,reciprocal
248006,suBagAKewaBUmi,248006.1,suBagAKewaBUmitva,n.,yes
248008,suBagAnanda,248008.1,suBagAnandanATa,m.,yes
248011,suBagodaya,248011.1,suBagodayadarpaRa,m.,yes
248038,suBara,248038.1,suBaratA,f.,yes
248107,suBfSa,248107.1,suBfSam,ind.,yes
248158,suptANga,248158.1,suptANgatA,f.,yes
248184,sumagaDa,248186.1,sumagaDam,ind.,yes
248244,sumadra,248244.1,sumadram,ind.,yes
248245,sumaDura,248248.1,sumaDuram,ind.,yes
248246,sumaDura,248248.2,sumaDuram,ind.,yes
248344,sumAnin,248344.1,sumAninitA,f.,yes
248403,sumuKa,248431.1,sumuKatA,f.,yes
248522,suyantrita,248523.1,suyantritatva,n.,yes
248531,suyavasa,248531.1,suyavase,ind.,yes
248563,suyuj,248564.1,suyuk,ind.,yes
248698,surahas,248698.1,surahaHsTAna,n.,yes
249059,suviDAna,249060.1,suviDAnatas,ind.,yes
249113,suviSrabDa,249113.1,suviSrabDam,ind.,yes
249217,suvyakta,249217.1,suvyaktam,ind.,yes
249361,surapAMsulA,249361.1,surapAMsulAjana,m.,yes
249369,surapuzpa,249369.1,surapuzpavfzwi,f.,yes
249415,suraloka,249415.1,suralokanATa,m.,yes
249470,surasundarI,249476.2,surasundarIjana,m.,yes
249475,surasundarasenA,249476.1,surasundarasenAgaRapati,m.,yes
249686,suraByAsya,249686.1,suraByAsyatva,n.,yes
249762,surAsoma,249762.1,surAsomavikrayin,mfn.,yes
249933,suvarRamedinI,249933.1,suvarRamedinIdAna,n.,yes
249957,suvarRavat,249960.1,suvarRavattA,f.,yes
250092,suSIGra,250092.1,suSIGram,ind.,yes
250175,suSlakzRa,250176.1,suSlakzRam,ind.,yes
250180,suSlizwaguRa,250180.1,suSlizwaguRatA,f.,yes
250182,suSlizwasaMDi,250182.1,suSlizwasaMDitA,f.,yes
250405,susaMcita,250406.1,susaMcitam,ind.,yes
250415,susani,250415.1,susanitA,f.,yes
250484,susADana,250484.1,susADanatva,n.,yes
250493,susAya,250493.1,susAyam,ind.,yes
250519,susuKa,250520.1,susuKam,ind.,yes
250589,suspazwa,250589.1,suspazwam,ind.,yes
250602,susvana,250602.1,susvanam,ind.,yes
250608,susvara,250611.1,susvaram,ind.,yes
250609,susvara,250611.2,susvaram,ind.,yes
250870,sUktadarSin,250870.1,sUktadarSitva,n.,yes
250901,sUkzma,250920.1,sUkzmam,ind.,yes
250956,sUkzmapAda,250956.1,sUkzmapAdatva,n.,yes
250983,sUkzmAkza,250983.1,sUkzmAkzatA,f.,yes
251222,sUtradaridra,251222.1,sUtradaridratA,f.,yes
251248,sUtraBAzya,251248.1,sUtraBAzyavyAKyA,f.,yes
251580,sUryapratizWA,251580.1,sUryapratizWAmAhAtmya,n.,yes
251588,sUryapraBa,251588.1,sUryapraBatA,f.,yes
251772,sUryAstamaya,251772.1,sUryAstamayavat,mfn.,yes
251785,sUryodayAsta,251785.1,sUryodayAstakAla,m.,yes
251901,sfgAlagarta,251901.1,sfgAlagartIya,mfn.,yes
252235,sendriya,252236.1,sendriyatva,n.,yes
252536,socCvAsa,252538.1,socCvAsatva,n.,yes
252575,sotprAsa,252576.1,sotprAsam,ind.,yes
252619,sodvega,252620.1,sodvegam,ind.,yes
252636,sopacAra,252637.1,sopacAram,ind.,yes
252641,sopaDa,252642.1,sopaDam,ind.,yes
252646,sopaDi,252646.1,sopaDi,ind.,yes
252660,soparoDa,252660.1,soparoDam,ind.,yes
252670,sopahAsa,252670.1,sopahAsam,ind.,yes
252680,sopADika,252680.1,sopADikatva,n.,yes
252702,sopAlamBa,252702.1,sopAlamBam,ind.,yes
252705,sopASraya,252705.1,sopASrayanizadana,n.,yes
252918,somaBakza,252919.1,somaBakzajapa,m.,yes
252983,somarUpa,252983.1,somarUpatA,f.,yes
253022,somavAravrata,253022.1,somavAravratakalpa,m.,yes
253022,somavAravrata,253022.2,somavAravrataviDi,m.,yes
253022,somavAravrata,253022.3,somavAravratAcaraRakrama,m.,yes
253022,somavAravrata,253022.4,somavAravratodyApana,n.,yes
253190,somaka,253192.1,somakatva,n.,yes
253213,somya,253213.1,somyatA,f.,yes
253393,sOtrAmaRI,253394.1,sOtrAmaRItva,n.,yes
253668,sOmyajAmAtfmuni,253668.1,sOmyajAmAtfmunIndrastotra,n.,yes
254153,skAnda,254154.1,skAndaBAzya,n.,yes
254370,stanAvaraRa,254370.1,stanAvaraRatA,f.,yes
254466,stabDa,254471.1,stabDam,ind.,yes
254483,stabDapAda,254483.1,stabDapAdatA,f.,yes
254484,stabDapUrRakozWa,254484.1,stabDapUrRakozWatA,f.,yes
254487,stabDameDra,254487.1,stabDameDratA,f.,yes
254488,stabDaromakUpa,254488.1,stabDaromakUpatA,f.,yes
254493,stabDasakTi,254493.1,stabDasakTitA,f.,yes
254602,stimita,254605.1,stimitam,ind.,yes
254660,stAvaka,254661.1,stAvakatva,n.,yes
254781,stoka,254781.1,stokam,ind.,yes
255073,strIliNga,255075.2,strIliNgavartin,mfn.,yes
255075,strIliNga,255075.1,strIliNgatva,n.,yes
255082,strIvaSya,255082.1,strIvaSyatA,f.,yes
255227,sTalacArin,255227.1,sTalacAritA,f.,yes
255281,sTalIya,32997.1,uddeSyaviDeyaboDasTalIyavicAra,m.,yes
255396,sTAna,255404.1,sTAne,ind.,yes
255397,sTAna,255404.2,sTAne,ind.,yes
255454,sTAnASraya,39711.1,ekasTAnASraya,mfn.,yes
255487,sTAnepatita,255487.1,sTAnepatitatva,n.,yes
255489,sTAneyogin,255489.1,sTAneyogitva,n.,yes
255655,sTitavat,255655.1,sTitavatI,f.,yes
255773,sTirapratijYa,255773.1,sTirapratijYatva,n.,yes
255848,sTeman,255849.1,sTemnA,ind.,yes
255918,sTavimat,255919,sTavimatas,ind.,yes
255980,sTUrayUpa,255980.1,sTUrayUpavat,ind.,yes
256140,sTUlaSoPa,256140.1,sTUlaSoPatva,n.,yes
256265,snAyin,256265.1,snAyitA,f.,yes
256304,snigDa,256316.1,snigDam,ind.,yes
256347,snigDaSItarUkza,256347.1,snigDaSItarUkzatva,n.,yes
256523,sparDa,256524.1,sparDatA,f.,yes
256589,spara,256589.1,sparatva,n.,yes
256605,sparSa,256623.1,sparSatas,ind.,yes
256636,sparSavat,256637.1,sparSavattva,n.,yes
256650,sparSAjYa,256650.1,sparSAjYatA,f.,yes
256876,sPuwatara,256876.1,sPuwataram,ind.,yes
256904,sPuwArTa,256904.1,sPuwArTatA,f.,yes
256982,sPuradaDarozWa,256982.1,sPuradaDarozWam,ind.,yes
257090,smitapUrva,257090.1,smitapUrvam,ind.,yes
257091,smitapUrvABiBAzin,257091.1,smitapUrvABiBAzitA,f.,yes
257175,smarasAyakalakzya,257175.1,smarasAyakalakzyatA,f.,yes
257221,smAraka,257221.1,smArakatva,n.,yes
257294.1,smftitattvaviveka,257294.2,smftitattvAmfta,n.,yes
257356,smftiSeKara,46882.2,kastUrismfti,f.,yes
257557,srastANga,257557.1,srastANgatA,f.,yes
257650,srAvaka,257651.1,srAvakatva,n.,yes
257843,svacCanda,257845.1,svacCandam,ind.,yes
257925,svatvavyaBicArin,257925.1,svatvavyaBicAritva,n.,yes
257957,svaDarmavartin,257957.1,svaDarmavartitva,n.,yes
257979,svanizWa,257979.1,svanizWatva,n.,yes
258005,svaprakASa,258008.11,svaprakASatva,n.,yes
258010,svapratiniDi,258010.1,svapratiniDitvena,ind.,yes
258017,svapraButA,258017.1,svapraButayA,ind.,yes
258060,svaBAvonnataBAva,258060.1,svaBAvonnataBAvatva,n.,yes
258135,svarAzwrIya,258135.1,svarAzwrIyajana,m.,yes
258196,svavat,258196.1,svavattA,f.,yes
258202,svavaSa,258202.1,svavaSatA,f.,yes
258319,svAKyAta,258319.1,svAKyAtatA,f.,yes
258329,svAtman,258329.1,svAtmatA,f.,yes
258396,svAyatta,258397.1,svAyattatva,n.,yes
258411,svArTa,258414.2,svArTatA,f.,yes
258416,svArTapara,258416.1,svArTaparatA,f.,yes
258451,svecCAhAra,258451.1,svecCAhAravihAra,m.,yes
258522,svayaMvarasuhfd,258521.1,svayaMvarasuhfttva,n.,yes
258620,svayamprakASamAna,258620.1,svayamprakASamAnatva,n.,yes
258823,svAdukAma,258823.1,svAdukAmatA,f.,yes
258838,svAdupAka,258839.1,svAdupAkatva,n.,yes
258916,svanavat,258916.1,svanavat,ind.,yes
259154,svarloka,259154.1,svarlokatA,f.,yes
259155.1,svarvat,259155.2,svarvanniDana,mfn.,yes
259290,svarRakAra,259290.1,svarRakAratA,f.,yes
259427,svalpatantra,259427.1,svalpatantratva,n.,yes
259454,svalpecCa,259454.1,svalpecCatA,f.,yes
259648,svABAvika,259649.1,svABAvikatva,n.,yes
259688,svAmiprasAda,259688.1,svAmiprasAdAt,ind.,yes
259917,svaraBeda,259919.1,svaraBedaBaya,n.,yes
259989,svarita,259990.1,svaritatva,n.,yes
260224,haYjikA,260225.1,haYjikAtva,n.,yes
260366,hatavftta,260366.1,hatavfttatA,f.,yes
260454,hantf,260456.1,hantftva,n.,yes
260605,hayajYa,260605.1,hayajYatA,f.,yes
260745,harArDa,260745.1,harArDatA,f.,yes
260874,hArin,260875.1,hAritva,n.,yes
260940,harikAlItftIyA,260940.1,harikAlItftIyAvrata,n.,yes
261064,haripraBa,261064.1,haripraBatva,n.,yes
261103,hariBadrasUri,261103.1,hariBadrasUrikaTA,f.,yes
261561,hAritI,261561.1,hAritIputra,m.,yes
261592,hArItI,261597.1,hArItIputra,m.,yes
261981,havizyaBakza,261981.1,havizyaBakzatA,f.,yes
262124,hAsyapadavI,262125.1,hAsyapadavIBAva,m.,yes
262132,hAsyAspada,262132.1,hAsyAspadatva,n.,yes
262162,hastagiri,262162.1,hastagirimAhAtmya,n.,yes
262252,hastAgra,262253.1,hastAgralagnA,f.,yes
262386,hastimeha,262386.1,hastimehin,mfn.,yes
262481,hAstinapura,262481.1,hAstinapuratva,n.,yes
262554,hInakula,262554.1,hInakulatva,n.,yes
262592,hInavIrya,262592.1,hInavIryatva,n.,yes
262598,hInasvara,262598.1,hInasvaratA,f.,yes
262622,heya,262623.1,heyatva,n.,yes
262753,hiMsAruci,262753.1,hiMsArucitva,n.,yes
262886,hitakArin,262886.1,hitakAritA,f.,yes
262886,hitakArin,262886.2,hitakAritva,n.,yes
262910,hitADAyin,262910.1,hitADAyitA,f.,yes
262926,hitEzin,262926.1,hitEzitA,f.,yes
263036.65,himavadgiri,263036.66,himavadgirisaMSraya,m.,yes
263078,himAdritanayA,263079.1,himAdritanayApati,m.,yes
263454,hutaBuj,263456.1,hutaBukpriyA,f.,yes
263454,hutaBuj,263456.2,hutaBugdiS,f.,yes
263764,hfdayaMgama,263764.1,hfdayaMgamatA,f.,yes
263772,hfdayajYa,263772.1,hfdayajYatva,n.,yes
263812,hfdayaSUla,263812.1,hfdayaSUlAnta,m.,yes
263934,hfzIkeSa,263938.1,hfzIkeSatva,n.,yes
264076,hEtukya,21975.01,ahEtukya,n.,yes
264165,hemagOra,264166.1,hemagOrANga,mfn.,yes
264414,hevAkin,264414.1,hevAkitA,f.,yes
264655,hyaHkfta,264655.1,hyaHkftavat,ind.,yes
264783,hrImat,264784.1,hrImattva,n.,yes
264839,hlAdin,264846.1,hlAditva,n.,yes
