L_number,resolved_to_ls,terminal_siglum,kind,confidence
149513,VP.,VP.,real,same-cluster
149535,"Pāṇ. iv, 4, 68",Pāṇ.,real,same-cluster
149559,Col.,Col.,real,crossed-headword
149598,"Pāṇ. iv, 1, 90",Pāṇ.,real,crossed-headword
149600,Pāṇ.,Pāṇ.,real,same-cluster
149601,Pāṇ.,Pāṇ.,real,crossed-headword
149604,Pur.,Pur.,real,same-cluster
149653,W.,W.,meta,crossed-headword
149672,VarBṛS.,VarBṛS.,real,same-cluster
149708,Kāv.,Kāv.,real,same-cluster
149724,W.,W.,meta,same-cluster
149740,Cat.,Cat.,meta,same-cluster
149743,HPariś.,HPariś.,real,crossed-headword
149751,Rājat.,Rājat.,real,crossed-headword
149790,MBh.,MBh.,real,same-cluster
149792,R.,R.,real,same-cluster
149816,Kathās.,Kathās.,real,crossed-headword
149823,Kathās.,Kathās.,real,same-cluster
149919,L.,L.,meta,crossed-headword
150031,Kāś.,Kāś.,real,crossed-headword
150032,Kāś.,Kāś.,real,crossed-headword
150065,MBh.,MBh.,real,same-cluster
150110,Hariv.,Hariv.,real,same-cluster
150175,ŚBr.,ŚBr.,real,same-cluster
150194,L.,L.,meta,same-cluster
150195,L.,L.,meta,same-cluster
150214.1,BhP.,BhP.,real,same-cluster
150263,Śak.,Śak.,real,crossed-headword
150266,HPariś.,HPariś.,real,crossed-headword
150332,W.,W.,meta,same-cluster
150342,MBh.,MBh.,real,same-cluster
150400,Daś.,Daś.,real,same-cluster
150443,Hcat.,Hcat.,real,same-cluster
150476,Pāṇ.,Pāṇ.,real,same-cluster
150479,MBh.,MBh.,real,same-cluster
150479,MBh.,MBh.,real,same-cluster
150516,MBh.,MBh.,real,same-cluster
150552,MBh.,MBh.,real,same-cluster
150552,Cat.,Cat.,meta,same-cluster
150608,Kathās.,Kathās.,real,same-cluster
150657,Cat.,Cat.,meta,crossed-headword
150661,Śiś.,Śiś.,real,crossed-headword
150663,MBh.,MBh.,real,same-cluster
150674,PārGṛ.,PārGṛ.,real,same-cluster
150674.1,PārGṛ.,PārGṛ.,real,crossed-headword
150676.2,Pañcat.,Pañcat.,real,same-cluster
150727,RV.,RV.,real,same-cluster
150727,RV.,RV.,real,same-cluster
150727,ŚBr.,ŚBr.,real,same-cluster
150727,Kāv.,Kāv.,real,same-cluster
150727,MBh.,MBh.,real,same-cluster
150727,MBh.,MBh.,real,same-cluster
150743,Hcat.,Hcat.,real,same-cluster
150762,"Uṇ. iv, 142",Uṇ.,real,crossed-headword
150786,Kāv.,Kāv.,real,same-cluster
150794,Kāv.,Kāv.,real,same-cluster
150795,Kāv.,Kāv.,real,same-cluster
150813,L.,L.,meta,crossed-headword
150819,Col.,Col.,real,crossed-headword
150832,MW.,MW.,meta,crossed-headword
150849,Pratāp.,Pratāp.,real,crossed-headword
150850,Pratāp.,Pratāp.,real,crossed-headword
150851,Pratāp.,Pratāp.,real,crossed-headword
150885,Śak.,Śak.,real,crossed-headword
150909,Divyāv.,Divyāv.,real,crossed-headword
150947,RV.,RV.,real,same-cluster
150953,Bālar.,Bālar.,real,same-cluster
150961,Rājat.,Rājat.,real,crossed-headword
150969,RV.,RV.,real,same-cluster
150969,RV.,RV.,real,same-cluster
151002,MBh.,MBh.,real,same-cluster
151003,MBh.,MBh.,real,same-cluster
151052,MBh.,MBh.,real,same-cluster
151095,Cat.,Cat.,meta,crossed-headword
151096,Cat.,Cat.,meta,crossed-headword
151097,Cat.,Cat.,meta,crossed-headword
151185,AgP.,AgP.,real,crossed-headword
151213,Cat.,Cat.,meta,crossed-headword
151233,Sūryas.,Sūryas.,real,same-cluster
151348,MBh.,MBh.,real,same-cluster
151390,RV.,RV.,real,same-cluster
151403,Sāy.,Sāy.,real,same-cluster
151425,Rājat.,Rājat.,real,crossed-headword
151426,Rājat.,Rājat.,real,crossed-headword
151432,MBh.,MBh.,real,same-cluster
151434,RV.,RV.,real,same-cluster
151436,RV.,RV.,real,same-cluster
151437,RV.,RV.,real,crossed-headword
151446,"RV. i, 56, 1.",RV.,real,crossed-headword
151456,RV.,RV.,real,same-cluster
151456,RV.,RV.,real,same-cluster
151473,RV.,RV.,real,same-cluster
151555,MBh.,MBh.,real,same-cluster
151792,BhP.,BhP.,real,same-cluster
151808,AV.,AV.,real,same-cluster
151834,Nyāyas.,Nyāyas.,real,crossed-headword
151897,MBh.,MBh.,real,same-cluster
151923,BhP.,BhP.,real,crossed-headword
151936,Śivag.,Śivag.,real,crossed-headword
151974,MW.,MW.,meta,same-cluster
151975,MW.,MW.,meta,same-cluster
152009.1,Rājat.,Rājat.,real,crossed-headword
152035,R.,R.,real,crossed-headword
152110,RV.,RV.,real,same-cluster
152330,Kathās.,Kathās.,real,crossed-headword
152344,RV.,RV.,real,same-cluster
152369,MBh.,MBh.,real,same-cluster
152370,MBh.,MBh.,real,crossed-headword
152374,RV.,RV.,real,crossed-headword
152375,Pat.,Pat.,real,crossed-headword
152422,MW.,MW.,meta,crossed-headword
152439,RV.,RV.,real,crossed-headword
152440,RV.,RV.,real,crossed-headword
152466,L.,L.,meta,crossed-headword
152466,L.,L.,meta,crossed-headword
152466,L.,L.,meta,crossed-headword
152466,"34, 2",34,real,same-cluster
152494,RV.,RV.,real,same-cluster
152494,RV.,RV.,real,same-cluster
152494,RV.,RV.,real,same-cluster
152494,RV.,RV.,real,same-cluster
152494,Rājat.,Rājat.,real,same-cluster
152499,Kathās.,Kathās.,real,same-cluster
152503,W.,W.,meta,same-cluster
152504,W.,W.,meta,crossed-headword
152512,Yājñ.,Yājñ.,real,crossed-headword
152542,MW.,MW.,meta,same-cluster
152562,Pur.,Pur.,real,same-cluster
152565,Cat.,Cat.,meta,same-cluster
152587,MBh.,MBh.,real,same-cluster
152619,MBh.,MBh.,real,same-cluster
152622,RV.,RV.,real,same-cluster
152705,Hariv. 15421,Hariv.,real,same-cluster
