k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
ganDamAlinI,1,2,rare(2-9),"f. a kind of perfume, L."
ganDamUlA,2,2,rare(2-9),"f. the Olibanum tree, L."
ganDamUlI,1,2,rare(2-9),"f. id., L."
ganDamUla,1,2,rare(2-9),"m. ‘having a fragrant (and tuberous) root’, Alpinia Galanga, L."
ganDamUlaka,1,1,hapax(1),"m. id., L."
ganDamUlikA,2,2,rare(2-9),"f. id., L."
ganDamUzI,1,1,hapax(1),"f. id., L."
ganDamUzika,1,1,hapax(1),"m. = -nakula, L."
ganDamodana,1,1,hapax(1),"m. (= ganDa-mAdana) sulphur, L."
ganDaniSA,1,2,rare(2-9),"f. a variety of Curcuma, L."
ganDapAzARa,1,3,uncommon(10-99),"m. sulphur, L."
ganDapItA,1,1,hapax(1),"f. = -niSA, L."
ganDapalASI,1,2,rare(2-9),"f. (= ganDA) Curcuma Amhaldi or Zerumbet, L."
ganDaparRa,1,1,hapax(1),"m. ‘fragrant-leaved’, Alstonia scholaris, L."
ganDapattrA,1,2,rare(2-9),"f. = -niSA, L."
ganDapattra,3,2,rare(2-9),"m. ‘fragrant-leaved’, a kind of Ocimum, L."
ganDapattrikA,3,2,rare(2-9),"f. (= ˚ttrI) Physalis flexuosa, L."
ganDasAra,2,2,rare(2-9),"m. sandal-wood, L."
ganDataRqula,1,1,hapax(1),"m. fragrant rice, L."
ganDatfRa,1,2,rare(2-9),"n. Andropogon Schoenanthus, L."
ganDavaDU,2,2,rare(2-9),"f. = -palASI, L."
ganDavahA,1,1,hapax(1),"f. the nose, L."
ganDavallarI,1,1,hapax(1),"f. N. of a plant, L."
ganDavfkzaka,1,1,hapax(1),"m. the Śāl tree (Shorea robusta), L."
ganDinI,1,1,hapax(1),"f. a kind of perfume, L."
ganDiparRa,1,1,hapax(1),"m. = ˚Da-p˚, L."
ganDopala,1,2,rare(2-9),"m. = ˚Da-pAzARa, L."
ganDottamA,1,2,rare(2-9),"f. spirituous or vinous liquor, L."
gaqa,5,2,rare(2-9),"m. a kind of goldfish (the young of the Ophiocephalus Lata or another species, Cyprinus Ga"
gaqadeSaja,1,1,hapax(1),"n. ‘coming from the district Gaḍa (in the province of Ajmīr)’, rock or fossil salt, L."
gaqaka,1,1,hapax(1),"m. (= qa) a kind of gold-fish, L. (cf. paNka-g˚.)"
gaqotTa,1,2,rare(2-9),"n. id., L."
garBAri,1,1,hapax(1),"m. ‘foetus-enemy’, small cardamoms, L."
garBadA,1,1,hapax(1),"f. N. of a shrub, L."
garBadAtrI,1,1,hapax(1),"f. = -dA, L."
garBaka,2,2,rare(2-9),"m. a chaplet of flowers worn in the hair, L."
garBapAtinI,1,1,hapax(1),"f. ‘causing miscarriage’, the plant ‘causing miscarriage’, the plant viSalyA, L."
garadruma,1,1,hapax(1),"m. Strychnos nux vomica, L."
garahan,1,1,hapax(1),"m. (= -Gna) a kind of basil, L."
garalAri,1,2,rare(2-9),"m. (= garuqASman) an emerald, L."
gardaBaSAka,1,2,rare(2-9),"m. id., L."
gardaBagada,1,1,hapax(1),"m. = gardaBikA, L."
garjara,1,2,rare(2-9),"n. a kind of grass, L."
garmowikA,1,1,hapax(1),"f. a kind of grass, L."
gavAdanI,3,2,rare(2-9),"f. (g. gOrAdi) a trough for holding grass to feed cattle, L."
gavAkzin,1,2,rare(2-9),"m. Trophis aspera, L."
gaveruka,1,1,hapax(1),"n. (= ˚veDuka) red chalk, L."
gfDrARA,1,1,hapax(1),"f. = gfDra-pattrA, L."
gfDrapattrA,1,1,hapax(1),"f. the plant Dhūmra-pattrā, L."
gfhASman,1,1,hapax(1),"m. = ˚ha-kacCapa, L."
gfhAlikI,1,1,hapax(1),"f. = gfhagolaka, L."
gfhItf,1,2,rare(2-9),"mfn. (for grah˚) one who seizes, L."
gfhaRI,1,1,hapax(1),"f. = gfhAmbu, L."
gfhadruma,2,1,hapax(1),"m. Odina pennata, L."
gfhakacCapa,1,1,hapax(1),"m. ‘house-tortoise’, a small flat oblong stone (shaped like the shell of a tortoise) used "
gfhakapotaka,1,1,hapax(1),"m. id., L."
gfhanASana,1,2,rare(2-9),"m. (= graha-n˚) ‘destroying (walls of) a house (by building in and about it)’, a pigeon, L"
girijAmala,1,1,hapax(1),"n. talc, L., Sch."
girikadalI,1,2,rare(2-9),"f. the mountain or wild Kadalī, L."
girikarRI,2,3,uncommon(10-99),"f. = ˚RA, L."
girimfd,1,2,rare(2-9),"f. (= -ja) ‘mountain-soil’, red chalk, L."
girimfdBava,1,1,hapax(1),"m. id., L."
girinimba,1,1,hapax(1),"m. the mountain Nimba tree, L."
giripIlu,1,1,hapax(1),"m. the mountain Pīlu tree (Grewia asiatica), L."
giripriyA,1,1,hapax(1),"f. ‘fond of mountains’, the female of Bos grunniens, L."
giripuzpaka,1,1,hapax(1),"n. a fragrant resin (benzoin), L."
girisAra,3,2,rare(2-9),"m. iron, L."
girivAsin,1,1,hapax(1),"m. ‘living or growing on or in mountains’, a kind of bulbous plant (hasti-kanda), L."
goDApadI,1,2,rare(2-9),"f. (g. kumBapady-Adi) id., L."
goDAskanDa,1,2,rare(2-9),"m. Vachellia farnesiana (viw-Kadira), L."
goDAvatI,1,2,rare(2-9),"f. the plant Irāvatī, L."
goDUmI,1,1,hapax(1),"f. = -lomikA, L."
goDi,2,2,rare(2-9),"m. ‘hair-receptacle’, the forehead, L."
goDikAtmaja,1,1,hapax(1),"m. a kind of lizard, L."
goDinI,1,1,hapax(1),"f. a variety of Solanum, L."
godAraRa,2,1,hapax(1),"n. ‘opening the earth’, a plough, L."
godrava,1,1,hapax(1),"m. = -jala, L."
goharItakI,1,1,hapax(1),"f. Aegle Marmelos, L."
gojAparRI,1,1,hapax(1),"f. the shrub Dugdha-phenī, L."
gojala,1,2,rare(2-9),"n. cow's urine, L."
gokaRwa,1,2,rare(2-9),"m. ‘cattle-thorn’, Asteracantha longifolia, L."
gokarRI,1,2,rare(2-9),"f. Sanseviera zeylanica, L."
gokirAwI,1,1,hapax(1),"f. the bird Turdus Salica, L."
golA,6,2,rare(2-9),"f. a ball to play with, L."
golomikA,1,2,rare(2-9),"f. Hemionitis cordifolia, L."
gomBas,1,1,hapax(1),"n. id., L."
gomUtrin,1,1,hapax(1),"m. a kind of Terminalia, L."
gonizyanda,1,1,hapax(1),"m. = -jala, L."
gopAlakarkawI,1,2,rare(2-9),"f. a kind of cucumber (gopa-karkawikA, gopAlI, kzudra-cirBiwA, kzudra-PalA, kzudrervAru), "
gopaBadrA,1,1,hapax(1),"f. = -BadrikA, L."
gopaBadrikA,1,1,hapax(1),"f. Gmelina arborea, L."
gopadala,1,1,hapax(1),"m. the betel-nut tree, L."
gopakarkawikA,1,1,hapax(1),"f. = gopAlakarkawI, L."
goparasa,1,1,hapax(1),"m. myrrh, L."
gopuwA,1,1,hapax(1),"f. large cardamoms, L."
goqa,1,1,hapax(1),"m. (= goRqa) a fleshy navel, L."
gorakzI,3,2,rare(2-9),"f. N. of several plants used for forming fences (ganDa-bahulA, go-pAlI, citralA, dIrGa-daR"
gorakzatumbI,1,2,rare(2-9),"f. a kind of cucumber (kumBa-t˚), L."
gorasaja,1,1,hapax(1),"n. buttermilk, L."
gorawa,1,2,rare(2-9),"m. a kind of Acacia, L."
gorikA,1,1,hapax(1),"f. = go-rAwikA, L."
gosTAnaka,1,1,hapax(1),"n. id., L."
gosamBavA,1,1,hapax(1),"f. = (-lomI) white Dūrvā grass, L."
govandanI,2,2,rare(2-9),"f. the Priyaṃgu plant, L."
govatsAri,1,1,hapax(1),"m. ‘calf-enemy’ id., L."
gozWaSva,1,1,hapax(1),"m. (fr. Sva/n) ‘a dog in a cow-pen which barks at every one’, one who stays at home and sl"
grAhiPala,1,1,hapax(1),"m. ‘having astringent fruits’, Feronia elephantum, L."
grAmIRA,2,2,rare(2-9),"f. = ˚miRI, L."
grAmamfga,1,1,hapax(1),"m. ‘village animal’, a dog, L."
grAmamuKa,1,1,hapax(1),"m. n. a market place, L."
grAmyA,2,2,rare(2-9),"f. = ˚miRI, L."
grAmyakarkawI,1,1,hapax(1),"f. Benincasa cerifera, L."
grAmyakoSAtakI,1,1,hapax(1),"f. N. of a cucurbitaceous plant, L."
grAmyakola,1,1,hapax(1),"m. = ˚ma-k˚, L."
grAmyakroqa,1,1,hapax(1),"m. = ˚ma-k˚, L."
grAmyavallaBA,1,1,hapax(1),"f. Beta bengalensis, L."
grEzmI,1,2,rare(2-9),"(I), f. = grIzmI, L."
grIzmapuzpI,1,1,hapax(1),"f. ‘blossoming in summer’, the plant Karuṇī, L."
grIzmodBavA,1,1,hapax(1),"f. = ˚zma-B˚, L."
grahAgama,1,1,hapax(1),"m. demoniacal possession, L."
grahAhvaya,1,1,hapax(1),"m. ‘called after the demons’, the plant Bhūtāṅkuśa (BUta = graha?), L."
grahaBItijit,1,1,hapax(1),"m. ‘conquering the fear of the demons’, N. of a perfume, L."
grahaRIhara,1,1,hapax(1),"n. ‘removing dysentery’, cloves, L."
grahaRIruj,1,2,rare(2-9),"f. id., L."
grahanASana,2,1,hapax(1),"m. id., L."
grahapuza,1,1,hapax(1),"m. ‘cherishing the planets (with light)’, the sun, L."
graharAja,3,1,hapax(1),"m. = -grAmaRI, L."
granTiPala,3,2,rare(2-9),"m. ‘knotty-fruited’, Feronia elephantum, L."
granTidUrvA,1,1,hapax(1),"f. a kind of Dūrvā grass, L."
granTidalA,1,1,hapax(1),"f. a kind of bulbous root, L."
granTidala,1,1,hapax(1),"m. ‘knotty-leaved’, a kind of perfume (coraka), L."
granTilA,1,2,rare(2-9),"f. N. of two kinds of Dūrvā grass and of a kind of Cyperus, L."
granTimUlA,1,1,hapax(1),"f. = -dUrvA, L."
granTimUla,1,1,hapax(1),"n. ‘bulb-rooted’, garlic, L."
granTiparRI,1,2,rare(2-9),"f. = ˚nTap˚, L."
granTiparRa,2,2,rare(2-9),"m. id., L."
granTipattra,1,1,hapax(1),"m. = -dala (coraka), L."
granTita,1,2,rare(2-9),"mfn. for graT˚, L."
guRAQyaka,1,1,hapax(1),"m. Alangium decapetalum, L."
guRavfkzaka,1,1,hapax(1),"m. a post to which a boat is fastened, L."
guRqA,1,2,rare(2-9),"f. a kind of reed, L. (v.l.)"
guRqAlA,2,2,rare(2-9),"f. N. of a plant (jalodBUtA, gucCavaDrA), L."
guRqa,1,2,rare(2-9),"m. Scirpus Kysoor, L."
guRqakanda,1,1,hapax(1),"m. the root of Scirpus Kysoor, L."
guYjikA,1,2,rare(2-9),"f. the berry of Abrus precatorius, L."
gucCAhvakanda,1,1,hapax(1),"m. a kind of esculent root (gulaYca-k˚), L."
gucCArDa,1,1,hapax(1),"m. a pearl necklace of twenty-four strings, L."
gucCaPalA,5,2,rare(2-9),"f. = -dantikA, L."
gucCaPala,3,2,rare(2-9),"m. ‘bunch-fruited’, a kind of Karañja (rIWA-karaYja), L."
gucCadantikA,1,1,hapax(1),"f. Musa sapientum, L."
gucCakaRiSa,1,1,hapax(1),"m. a kind of corn (rAgin), L. (cf. bahutara-kaR˚.)"
gucCakaraYja,1,1,hapax(1),"m. a variety of Karañja, L."
gucCapattra,1,1,hapax(1),"m. ‘having bunches of leaves’, the palm tree, L."
gucCapuzpI,2,1,hapax(1),"f. Grislea tomentosa, L."
gucCapuzpa,1,1,hapax(1),"m. Alstonia scholaris, L."
gucCapuzpaka,1,2,rare(2-9),"m. two varieties of Karañja (rIWA-k˚ and gucCa-k˚), L."
gucCin,1,1,hapax(1),"m. = gucCa-karaYja, L."
gudakIlaka,1,1,hapax(1),"m. id., L."
guhyabIja,1,1,hapax(1),"m. ‘having concealed seeds’, Andropogon Schoenanthus, L."
guhyakeSvara,1,2,rare(2-9),"m. id., L."
guhyanizyanda,1,1,hapax(1),"m. urine, L."
guhyapuzpa,1,1,hapax(1),"m. = -pattra, L."
gulmaketu,1,2,rare(2-9),"m. sorrel, L."
gulmamUla,1,1,hapax(1),"n. fresh ginger, L."
gulmavallI,1,2,rare(2-9),"f. Sarcostemma viminale, L."
gulminI,1,1,hapax(1),"f. a spreading creeper, L."
guluYCa,1,1,hapax(1),"= ˚lucCa, L."
gulucCakanda,1,2,rare(2-9),"m. N. of a bulbous root, L. (v.l. ˚laYca-k˚)."
guqASaya,1,1,hapax(1),"m. a species of Pīlu growing on mountains, L."
guqaPala,2,2,rare(2-9),"m. Careya arborea or Salvadora persica, L."
guqadAru,1,1,hapax(1),"m. n. = -tfRa, L."
guqamUla,1,1,hapax(1),"m. Amaranthus polygamus, L."
guqapuzpa,1,2,rare(2-9),"m. ‘sugar-flowered’, Bassia latifolia or another kind of Bassia (the flowers being full of"
guqatfRa,1,1,hapax(1),"n. sugarcane, L."
guqodBavA,1,1,hapax(1),"f. sugar, L."
gurudEvata,1,1,hapax(1),"n. = guru-devata, L."
gurukAra,1,2,rare(2-9),"m. worship, adoration, L."
gururatna,1,2,rare(2-9),"n. ‘Bṛhaspati's jewel’, topaz, L."
hAhas,1,2,rare(2-9),"m. a Gandharva, L."
hAlAhalA,1,1,hapax(1),"f. a kind of small mouse, L."
hAlinI,1,1,hapax(1),"f. a kind of lizard, L."
hArahUrA,1,1,hapax(1),"(A), f. a grape (cf. hara-h˚ and hAra-BUrA), L."
hAsikA,1,1,hapax(1),"(ikA), f. laughter, mirth, merry-making, L."
hAtu,2,1,hapax(1),"m. or f. death, L."
hEmA,1,1,hapax(1),"(A), f. yellow jasmine, L."
hEmI,2,2,rare(2-9),"(I), f. id., L."
haRqA,1,1,hapax(1),"f. (in dram.) a low-caste female (voc. ˚de often in address; cf. haYjA), L."
haYjA,1,1,hapax(1),"f. (accord. to some = kanyA) a female servant (voc. ˚je, often used in dram. as a particle"
haladI,1,1,hapax(1),"f. turmeric (= haridrA), L."
halinI,2,3,uncommon(10-99),"(inI), f. a number of ploughs, L."
hanustamBa,1,2,rare(2-9),"m. = -graha, L."
harabIja,1,3,uncommon(10-99),"n. ‘Śiva's seed’, quicksilver, L."
harapriya,1,2,rare(2-9),"m. Nerium Odorum, L."
haratejas,1,2,rare(2-9),"n. ‘Śiva's energy’, quicksilver, L."
hariRAkza,1,2,rare(2-9),"m. ‘deer-eyed’, the moon, L."
haridgarBa,1,1,hapax(1),"m. a kind of Kuśa grass (prob. w.r. for hariddarBa), L."
haridrAdvaya,1,1,hapax(1),n. Curcuma Longa and C˚ L.
haridrArAga,1,1,hapax(1),"mfn. ‘t˚-coloured’, unsteady in affection or attachment, fickle, capricious (like the colo"
haridraYjanI,1,1,hapax(1),"f. turmeric, L."
hariganDa,1,2,rare(2-9),"m. yellow sandal, L."
harigfha,1,1,hapax(1),"n. ‘abode of Hari’, N. of a city (= eka-cakra), L."
harikrAntA,2,2,rare(2-9),"f. Clitoria Ternatea, L."
harimanTaka,1,1,hapax(1),"m. the chick-pea, L."
harinmudga,1,2,rare(2-9),"m. Phaseolus Mungo, L."
haritASma,2,2,rare(2-9),"n. ‘green-coloured stone’, a turquoise or emerald, L."
haritaSAka,1,1,hapax(1),"m. Moringa Pterygospermum, L."
haritalatA,1,1,hapax(1),"f. = pattrikA, L."
haritapattrikA,1,1,hapax(1),"f. a species of plant, L."
haritparRa,1,2,rare(2-9),"n. ‘green-leaved’, a radish, L."
hartu,2,2,rare(2-9),"m. ‘seizer’, death, L."
harziRI,1,1,hapax(1),"f. a partic. plant, L."
hastiGozA,1,1,hapax(1),"f. a kind of Cucurbitaceous plant, L."
hasticAriRI,1,1,hapax(1),"(iRI), f. Galedupa Piscidia, L."
hastidantaPalA,1,2,rare(2-9),"f. Cucumis Utilissimus, L."
hastikanda,1,2,rare(2-9),"a kind of bulbous plant, L."
hastikoSAtakI,1,2,rare(2-9),"f. a kind of Cucurbitaceous plant, L."
hastimada,1,2,rare(2-9),"m. the exudation from an el˚'s temples, L."
hastipattra,1,1,hapax(1),"m. = -kanda, L."
hastiroDraka,1,1,hapax(1),"m. Symplocos Racemosa, L."
havirganDA,1,1,hapax(1),"f. ‘smelling like clarified butter’, Prosopis Spicigera, L."
havirmanTa,1,1,hapax(1),"m. Premna Spinosa or Longifolia, L."
havyapAka,1,1,hapax(1),"m. = caru, L."
havyavaha,1,2,rare(2-9),"m. fire, L."
hayAri,1,3,uncommon(10-99),"m. ‘h˚-foe’, Nerium Odorum, L."
hayaGna,1,2,rare(2-9),"m. = -mAra, L."
hayaganDA,2,2,rare(2-9),"(A), f. (v.l. hfdya-g˚) Physalis Flexuosa, L."
hayagardaBi,1,1,hapax(1),"m. N. of Śiva, L."
hayamAra,1,2,rare(2-9),"m. ‘h˚-killer’, Nerium Odorum, L."
hayapriyA,1,1,hapax(1),"(A), f. Physalis Flexuosa or Phoenix Sylvestris, L."
hayapucCikA,1,2,rare(2-9),"f. Glycine Debilis, L."
hayavAhana,2,1,hapax(1),"m. N. of Revanta (son of the Sun), L."
hayezwa,1,1,hapax(1),"m. ‘loved by horses’, barley, L."
hemAhvA,2,3,uncommon(10-99),"(A), f. Hoya Viridiflora, L."
hemAhva,1,1,hapax(1),"m. ‘called after gold’, Michelia Champaka, L."
hemaPalA,1,1,hapax(1),"f. ‘having g˚ fruit’, a kind of plantain, L."
hemadugDA,1,2,rare(2-9),"f. = svarRa-kzIrI, L."
hemadugDaka,1,2,rare(2-9),"m. Ficus Glomerata, L."
hemaja,1,1,hapax(1),"n. tin, L."
hemaketakI,1,1,hapax(1),"f. Pandanus Odoratissimus, L."
hemamAkzika,1,3,uncommon(10-99),"n. pyrites, L."
hemasAra,1,1,hapax(1),"n. blue vitriol (cf. -tAra), L."
hematAra,1,2,rare(2-9),"n. blue vitriol, L."
hemavallI,1,2,rare(2-9),"f. ‘golden creeper’, Hoya Viridiflora, L."
hemayUTikA,1,1,hapax(1),"f. yellow jasmine, L."
hfdDAtrI,1,1,hapax(1),"f. a partic. medicament (prob. w.r. for bfhad-D˚), L."
hfdgranTa,1,1,hapax(1),"m. = -vraRa, L."
hfdvraRa,1,1,hapax(1),"m. a heart-wound, heart-sore, L."
hfdyA,3,2,rare(2-9),"(A), f. a partic. medicinal root (= vfdDi), L."
hfdyaganDA,1,2,rare(2-9),"(A), f. Jasminum Grandiflorum, L."
hfdyaganDaka,1,2,rare(2-9),"n. a kind of salt (= sOvarcala), L."
hfzi,4,1,hapax(1),"m. f. joy, satisfaction, L."
hiNgulI,1,2,rare(2-9),"(I), f. Solanum Melongena or some other species, L."
hiNguli,1,1,hapax(1),"m. vermilion, L."
hiNgulikA,1,1,hapax(1),"(ikA), f. Solanum Jacquini, L."
hiNgunAqikA,1,1,hapax(1),"f. the resin of Gardenia Gummifera (cf. nAqI-hiNgu), L."
hiNguniryAsa,2,2,rare(2-9),"m. the fluid extracted from Asa Foetida (see above), L."
hiNgupattrI,1,2,rare(2-9),"(I), f. = -parRI, L."
hiNgupattra,2,1,hapax(1),"m. the Iṅgudī tree, L."
hiRqI,1,1,hapax(1),"f. N. of Durgā, L."
hilamoci,1,1,hapax(1),"f. Enhydra Hingcha, L."
himASrayA,1,1,hapax(1),"f. Hoya Viridiflora, L."
himAbja,1,1,hapax(1),"n. a blue lotus, L."
himAla,1,1,hapax(1),"m. the Himālaya mountain, L."
himAlayA,1,1,hapax(1),"(A), f. Flacourtia Cataphracta, L."
himAvatI,1,2,rare(2-9),"f. a kind of plant, L."
himaSElajA,1,2,rare(2-9),"(A), f. ‘daughter of Him˚’, N. of Pārvatī, L."
himaSarkarA,1,1,hapax(1),"f. a kind of sugar produced from Yavanāla, L."
himadruma,1,1,hapax(1),"m. Melia Bukayun, L."
himadugDA,1,1,hapax(1),"f. a kind of plant (= kzIriRi), L."
himatEla,1,1,hapax(1),"m. camphor oil, L."
himavAluka,1,2,rare(2-9),"camphor, L."
himotpannA,1,2,rare(2-9),"f. = hima-SarkarA, L."
himottarA,1,1,hapax(1),"f. a kind of grape, L."
hiqimbApati,1,1,hapax(1),"m. ‘husband or lover of Hiḍimbā’, N. of Bhīma or of Hanumat, L."
hiraRyA,1,2,rare(2-9),"(A), f. one of the seven tongues of fire, L."
hiraRyavarRA,1,1,hapax(1),"(A), f. a river, L."
homaDAnya,1,1,hapax(1),"n. ‘sacrificial grain’, sesamum, L."
homakuRqa,1,1,hapax(1),"n. a hole in the ground for the sacred fire for oblations (= agni-k˚), L."
homi,3,1,hapax(1),"m. fire, L."
hrIkA,1,1,hapax(1),"(A), f. shame, bashfulness, L."
hrasvEraRqa,1,1,hapax(1),"m. red Ricinus, L."
hrasvaPala,1,1,hapax(1),"m. ‘having small fruit or kernels’, the date tree, L."
hrasvagaveDukA,1,1,hapax(1),"f. Uraria Lagopodioides, L."
hrasvamUla,1,1,hapax(1),"m. ‘having a small root’, the red sugarcane, L."
hrasvaparRa,1,1,hapax(1),"m. ‘id.’, Ficus Infectoria, L."
hrasvapattrikA,1,1,hapax(1),"(ikA), f. the small Pippala tree, L."
hrasvaplakza,1,1,hapax(1),"m. a species of small Plakṣa tree, L."
hrasvataRqula,1,1,hapax(1),"m. a kind of rice, L."
hulu,1,2,rare(2-9),"m. a ram (cf. huqu), L."
huqaromASrayaPalA,1,1,hapax(1),"f. a kind of shrub, L."
huqu,1,2,rare(2-9),"m. a ram, L."
iBI,1,2,rare(2-9),"f. a female elephant, L.;"
iBakaRA,1,2,rare(2-9),"f. a plant with an aromatic seed, Scindapsus Officinalis, L."
iRqarI,1,1,hapax(1),"f. a kind of cake, L."
icCAvasu,1,1,hapax(1),"m. ‘possessing all wished-for wealth’, N. of Kuvera, L."
icCAvat,1,2,rare(2-9),"mfn. wishing, wishful, desirous, L."
ijjala,1,1,hapax(1),"m. a small tree growing in wet and saline soil (or on low grounds near the sea), Barringto"
ikzubAlikA,1,2,rare(2-9),"f. Saccharum Spontaneum = -tulyA, L."
ikzudarBA,1,2,rare(2-9),"f. a kind of grass or sugarcane, L."
ikzuganDA,1,2,rare(2-9),"f. Saccharum Spontaneum, Asteracantha Longifolia, Capparis Spinosa, Batatas Paniculata, L."
ikzuganDikA,1,2,rare(2-9),"f. Batatas Paniculata, L."
ikzunetra,1,1,hapax(1),"n. a kind of sugarcane, L."
ikzusAra,1,2,rare(2-9),"m. molasses, raw or unrefined sugar, L."
ikzuvAwikA,1,1,hapax(1),"f. Saccharum Officinarum (the common yellow cane), L."
ikzuvallarI,1,1,hapax(1),"f. Batatas Paniculata, L."
ikzuyoni,1,1,hapax(1),"m. Saccharum Officinarum, L."
ikzvAlikA,1,1,hapax(1),"f. another sort, Saccharum Fuscum (native reed-pens are made from its stem), L."
ilvalA,1,2,rare(2-9),"f. pl. N. of the five stars in Orion's head, L."
inAnI,1,2,rare(2-9),"f. N. of a plant (= Vaṭapattrī), L."
indIvarA,1,2,rare(2-9),"f. another plant, L."
indIvariRI,1,1,hapax(1),"f. a blue lotus, a group of blue lotuses, L."
indrARikA,1,1,hapax(1),"f. the plant Vitex Negundo, L."
indrAri,1,2,rare(2-9),"m. Indra's enemy, an Asura or demon, L."
indracandana,1,1,hapax(1),"n. = hari-candana, L."
indradru,1,1,hapax(1),"m. the trees Terminalia Arjuna and Wrightia Antidysenterica, L."
indraka,1,2,rare(2-9),"n. an assembly-room, a hall, L."
indranIlaka,1,2,rare(2-9),"m. an emerald, L."
indrasurasa,1,1,hapax(1),"m. a shrub (the leaves of which are used in discutient applications), Vitex Negundo, L."
indravallarI,1,2,rare(2-9),"f. the plant Cucumis Colocynthis, L."
induSaParI,1,1,hapax(1),"f. Bauhinia Tomentosa, L."
indukAntA,1,1,hapax(1),"f. night, L."
induka,1,2,rare(2-9),"m. N. of a plant = aSmantaka, L."
indukalikA,1,1,hapax(1),"f. the plant Pandanus Odoratissimus, L."
indukamala,1,1,hapax(1),"n. the blossom of the white lotus, L."
indulohaka,1,1,hapax(1),"n. silver, L."
indupuzpikA,1,1,hapax(1),"f. the plant Methonica Superba, L."
induratna,1,1,hapax(1),"n. a pearl, L."
iqAjAta,1,1,hapax(1),"m. a species of Agallochum, L."
izikA,2,1,hapax(1),"f. (= izIkA below) a brush, L."
izwA,1,2,rare(2-9),"f. N. of a plant, L."
izwadeva,1,2,rare(2-9),"a chosen tutelary deity, favourite god, one particularly worshipped (cf. aBIzwa-devatA)."
izwakApaTaka,1,2,rare(2-9),"n. id., L."
izwikA,1,3,uncommon(10-99),"f. = i/zwakA, q.v., L."
izya,1,1,hapax(1),"m. the spring, L. (= izma, col. 1)."
jAlI,1,2,rare(2-9),"f. a kind of cucumber, L."
jAmbavI,1,1,hapax(1),"f. Artemisia vulgaris, Alpinia nutans, L."
jAqyAri,1,1,hapax(1),"m. ‘enemy of coldness’, the citron tree, L."
jArI,2,1,hapax(1),"(I), f. N. of Durgā, L."
jAtIPalA,1,1,hapax(1),"f. Emblica officinalis, L."
jAtIrasa,1,2,rare(2-9),"m. gum-myrrh, L."
jAtiPala,1,1,hapax(1),"n. = -koSa, L."
jAtikoSI,1,1,hapax(1),"f. mace, L."
jAtisAra,1,1,hapax(1),"n. id., L."
jAtisasya,1,1,hapax(1),"n. = -koSa, L."
jAyaka,1,1,hapax(1),"n. a yellow kind of fragrant wood, L. (vv.ll. jApaka and jAzaka)."
jImUtavAhin,1,1,hapax(1),"m. smoke, L."
jIrRA,1,2,rare(2-9),"(A), f. large cumin-seed, L."
jIrRabuDna,1,1,hapax(1),"m. = -pattra, L."
jIrRabuDnaka,1,1,hapax(1),"n. = -parRna-ja, L."
jIrRadAru,1,1,hapax(1),"m. Argyreia speciosa, L."
jIrRaparRa,1,2,rare(2-9),"m. n. ‘= -pattra’, Nauclea Cadamba, L."
jIrRapattrikA,1,1,hapax(1),"f. ‘= ˚ttra’, a kind of grass, L."
jIrRavajra,1,1,hapax(1),"m. a gem resembling a diamond, L."
jIrikA,1,1,hapax(1),"f. = jIrRapattrikA, L."
jIvAgAra,1,1,hapax(1),"n. = ˚va-sTAna, L."
jIvAlA,1,1,hapax(1),"f. (= ˚valA) a kind of pepper, L."
jIvaBadrA,1,2,rare(2-9),"f. the plant ˚vanti or vfdDi, L."
jIvaSAka,1,2,rare(2-9),"m. = -mezaka, L."
jIvaSrezWA,1,1,hapax(1),"f. = -BadrA, L."
jIvaSuklA,1,1,hapax(1),"f. N. of a bulb, L."
jIvadA,1,1,hapax(1),"f. = ˚vantI, L."
jIvadAtrI,2,2,rare(2-9),"f. ‘life-giver’ = -BadrA, L."
jIvada,2,2,rare(2-9),"m. ‘life-giver’, a physician, L."
jIvanA,1,1,hapax(1),"f. N. of a medicinal plant, L."
jIvanI,1,3,uncommon(10-99),"f. N. of several plants (jIvantI/, kAkoli, doqI, medA, mahA-medA, yUTI), L. (cf. a/-; puru"
jIvanIyA,1,2,rare(2-9),"f. the plant Jīvantī, L."
jIvanetrI,1,1,hapax(1),"f. a kind of pepper, L."
jIvanikA,1,1,hapax(1),"f. = ˚va-priyA, L."
jIvantika,1,2,rare(2-9),"m. = jIvAntaka, L."
jIvapriyA,1,1,hapax(1),"f. Terminalia Chebula, L."
jIvasADana,1,1,hapax(1),"n. ‘means of subsistence’, rice, grain, L."
jIvasTAna,1,2,rare(2-9),"n. any vital part of the body, L."
jIvavallI,1,1,hapax(1),"f. N. of a bulbous plant, L."
jIvavarDanI,1,2,rare(2-9),"f. ‘promoting life’, N. of a plant, L."
jIvitajYA,1,1,hapax(1),"f. ‘knowing life’, an artery, L."
jIvyA,3,2,rare(2-9),"f. = ˚va-priyA, L."
jUrRAhvaya,1,1,hapax(1),"m. Andropogon bicolor, L."
jaGanakUpaka,1,1,hapax(1),"m. du. = kakundara, L."
jaGanePalA,1,2,rare(2-9),"f. ‘last-ripening’, Ficus oppositifolia, L."
jaWarAmaya,1,2,rare(2-9),"m. ‘stomach-disease’, dropsy, L."
